source,year,state,total_activities,sdg_1_coverage,sdg_1_name,sdg_2_coverage,sdg_2_name,sdg_3_coverage,sdg_3_name,sdg_4_coverage,sdg_4_name,sdg_5_coverage,sdg_5_name,sdg_6_coverage,sdg_6_name,sdg_7_coverage,sdg_7_name,sdg_8_coverage,sdg_8_name,sdg_9_coverage,sdg_9_name,sdg_10_coverage,sdg_10_name,sdg_11_coverage,sdg_11_name,sdg_12_coverage,sdg_12_name,sdg_13_coverage,sdg_13_name,sdg_14_coverage,sdg_14_name,sdg_15_coverage,sdg_15_name,sdg_16_coverage,sdg_16_name,sdg_17_coverage,sdg_17_name
NSW_Bellingen_Rural_2023,2023,NSW,4,0.0,No Poverty,0.0,Zero Hunger,1.0,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.75,Decent Work and Economic Growth,0.25,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.75,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.5,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.25,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Ballina_Urban_2023,2023,NSW,8,0.125,No Poverty,0.0,Zero Hunger,0.75,Good Health and Well-being,0.0,Quality Education,0.125,Gender Equality,0.0,Clean Water and Sanitation,0.25,Affordable and Clean Energy,0.875,Decent Work and Economic Growth,0.125,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.5,Climate Action,0.125,Life Below Water,0.125,Life on Land,0.75,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Balranald_Rural_2023,2023,NSW,43,0.0698,No Poverty,0.0233,Zero Hunger,0.5349,Good Health and Well-being,0.0465,Quality Education,0.0233,Gender Equality,0.1163,Clean Water and Sanitation,0.0465,Affordable and Clean Energy,0.7907,Decent Work and Economic Growth,0.093,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3953,Sustainable Cities and Communities,0.0233,Responsible Consumption and Production,0.2326,Climate Action,0.0,Life Below Water,0.1163,Life on Land,0.3488,"Peace, Justice and Strong Institutions",0.0465,Partnerships for the Goals
NSW_Bathurst_Urban_2023,2023,NSW,30,0.0667,No Poverty,0.0,Zero Hunger,0.5,Good Health and Well-being,0.1333,Quality Education,0.0,Gender Equality,0.1333,Clean Water and Sanitation,0.1,Affordable and Clean Energy,0.5667,Decent Work and Economic Growth,0.0333,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3333,Sustainable Cities and Communities,0.1333,Responsible Consumption and Production,0.2667,Climate Action,0.0,Life Below Water,0.2333,Life on Land,0.0667,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Bland_Rural_2023,2023,NSW,7,0.1429,No Poverty,0.1429,Zero Hunger,0.7143,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.1429,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.8571,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.7143,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.1429,Life on Land,0.5714,"Peace, Justice and Strong Institutions",0.1429,Partnerships for the Goals
NSW_Albury_Urban_2023,2023,NSW,62,0.0323,No Poverty,0.0,Zero Hunger,0.5645,Good Health and Well-being,0.0968,Quality Education,0.0,Gender Equality,0.0484,Clean Water and Sanitation,0.1129,Affordable and Clean Energy,0.6129,Decent Work and Economic Growth,0.2097,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4194,Sustainable Cities and Communities,0.0484,Responsible Consumption and Production,0.2097,Climate Action,0.0,Life Below Water,0.0806,Life on Land,0.1613,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Blayney_Rural_2023,2023,NSW,23,0.0435,No Poverty,0.0,Zero Hunger,0.5652,Good Health and Well-being,0.0435,Quality Education,0.0,Gender Equality,0.1739,Clean Water and Sanitation,0.087,Affordable and Clean Energy,0.7391,Decent Work and Economic Growth,0.1739,"Industry, Innovation and Infrastructure",0.1739,Reduced Inequalities,0.4783,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1304,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.3913,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Bogan_Rural_2023,2023,NSW,12,0.1667,No Poverty,0.0,Zero Hunger,0.4167,Good Health and Well-being,0.0,Quality Education,0.0833,Gender Equality,0.1667,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6667,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1667,Climate Action,0.0,Life Below Water,0.1667,Life on Land,0.4167,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Berrigan_Rural_2023,2023,NSW,63,0.0317,No Poverty,0.0,Zero Hunger,0.5079,Good Health and Well-being,0.0635,Quality Education,0.0159,Gender Equality,0.0635,Clean Water and Sanitation,0.0159,Affordable and Clean Energy,0.6984,Decent Work and Economic Growth,0.127,"Industry, Innovation and Infrastructure",0.0159,Reduced Inequalities,0.3651,Sustainable Cities and Communities,0.0794,Responsible Consumption and Production,0.1111,Climate Action,0.0159,Life Below Water,0.0317,Life on Land,0.4444,"Peace, Justice and Strong Institutions",0.0317,Partnerships for the Goals
NSW_Bayside_Urban_2023,2023,NSW,93,0.0323,No Poverty,0.0,Zero Hunger,0.7097,Good Health and Well-being,0.1613,Quality Education,0.0108,Gender Equality,0.086,Clean Water and Sanitation,0.0215,Affordable and Clean Energy,0.7849,Decent Work and Economic Growth,0.0645,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6667,Sustainable Cities and Communities,0.0753,Responsible Consumption and Production,0.1935,Climate Action,0.043,Life Below Water,0.0968,Life on Land,0.4301,"Peace, Justice and Strong Institutions",0.043,Partnerships for the Goals
NSW_Brewarrina_Rural_2023,2023,NSW,37,0.0811,No Poverty,0.0,Zero Hunger,0.6757,Good Health and Well-being,0.1081,Quality Education,0.1081,Gender Equality,0.1351,Clean Water and Sanitation,0.1622,Affordable and Clean Energy,0.6757,Decent Work and Economic Growth,0.1892,"Industry, Innovation and Infrastructure",0.027,Reduced Inequalities,0.3243,Sustainable Cities and Communities,0.027,Responsible Consumption and Production,0.2703,Climate Action,0.0,Life Below Water,0.0811,Life on Land,0.4865,"Peace, Justice and Strong Institutions",0.0541,Partnerships for the Goals
NSW_Burwood_Urban_2023,2023,NSW,45,0.0889,No Poverty,0.0,Zero Hunger,0.6889,Good Health and Well-being,0.0667,Quality Education,0.0222,Gender Equality,0.0222,Clean Water and Sanitation,0.0667,Affordable and Clean Energy,0.7333,Decent Work and Economic Growth,0.0889,"Industry, Innovation and Infrastructure",0.0444,Reduced Inequalities,0.5333,Sustainable Cities and Communities,0.0667,Responsible Consumption and Production,0.0889,Climate Action,0.0,Life Below Water,0.1333,Life on Land,0.2444,"Peace, Justice and Strong Institutions",0.0667,Partnerships for the Goals
NSW_Bourke_Rural_2023,2023,NSW,53,0.0755,No Poverty,0.0,Zero Hunger,0.4528,Good Health and Well-being,0.1698,Quality Education,0.0377,Gender Equality,0.2264,Clean Water and Sanitation,0.0566,Affordable and Clean Energy,0.4906,Decent Work and Economic Growth,0.0189,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3774,Sustainable Cities and Communities,0.0189,Responsible Consumption and Production,0.1321,Climate Action,0.0,Life Below Water,0.0943,Life on Land,0.2453,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Blue Mountains_Urban_2023,2023,NSW,94,0.0426,No Poverty,0.0,Zero Hunger,0.4894,Good Health and Well-being,0.0532,Quality Education,0.0319,Gender Equality,0.0532,Clean Water and Sanitation,0.1064,Affordable and Clean Energy,0.6064,Decent Work and Economic Growth,0.1277,"Industry, Innovation and Infrastructure",0.0106,Reduced Inequalities,0.4043,Sustainable Cities and Communities,0.1064,Responsible Consumption and Production,0.2234,Climate Action,0.0,Life Below Water,0.2021,Life on Land,0.2447,"Peace, Justice and Strong Institutions",0.0319,Partnerships for the Goals
NSW_Byron_Urban_2023,2023,NSW,45,0.1333,No Poverty,0.0,Zero Hunger,0.6889,Good Health and Well-being,0.0444,Quality Education,0.0222,Gender Equality,0.1778,Clean Water and Sanitation,0.0222,Affordable and Clean Energy,0.6889,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0667,Reduced Inequalities,0.4,Sustainable Cities and Communities,0.0667,Responsible Consumption and Production,0.2889,Climate Action,0.0222,Life Below Water,0.2444,Life on Land,0.2,"Peace, Justice and Strong Institutions",0.0667,Partnerships for the Goals
NSW_Blacktown_Urban_2023,2023,NSW,176,0.0227,No Poverty,0.0,Zero Hunger,0.5568,Good Health and Well-being,0.0739,Quality Education,0.0398,Gender Equality,0.1023,Clean Water and Sanitation,0.1477,Affordable and Clean Energy,0.6534,Decent Work and Economic Growth,0.108,"Industry, Innovation and Infrastructure",0.0114,Reduced Inequalities,0.4659,Sustainable Cities and Communities,0.108,Responsible Consumption and Production,0.2159,Climate Action,0.017,Life Below Water,0.125,Life on Land,0.2443,"Peace, Justice and Strong Institutions",0.0227,Partnerships for the Goals
NSW_Bega Valley_Urban_2023,2023,NSW,207,0.0773,No Poverty,0.0,Zero Hunger,0.4589,Good Health and Well-being,0.0628,Quality Education,0.0097,Gender Equality,0.1159,Clean Water and Sanitation,0.0483,Affordable and Clean Energy,0.6715,Decent Work and Economic Growth,0.1063,"Industry, Innovation and Infrastructure",0.029,Reduced Inequalities,0.4251,Sustainable Cities and Communities,0.087,Responsible Consumption and Production,0.2947,Climate Action,0.0097,Life Below Water,0.0773,Life on Land,0.1981,"Peace, Justice and Strong Institutions",0.0193,Partnerships for the Goals
NSW_Campbelltown_Urban_2023,2023,NSW,39,0.0513,No Poverty,0.0,Zero Hunger,0.5128,Good Health and Well-being,0.0769,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.1282,Affordable and Clean Energy,0.6154,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0513,Reduced Inequalities,0.4615,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1795,Climate Action,0.0256,Life Below Water,0.2051,Life on Land,0.2051,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Carrathool_Rural_2023,2023,NSW,12,0.0833,No Poverty,0.0,Zero Hunger,0.5833,Good Health and Well-being,0.1667,Quality Education,0.0,Gender Equality,0.25,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4167,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1667,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.1667,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Central Darling_Rural_2023,2023,NSW,11,0.0,No Poverty,0.0,Zero Hunger,0.4545,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.1818,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.4545,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6364,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0909,Climate Action,0.1818,Life Below Water,0.0909,Life on Land,0.2727,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Canada Bay_Urban_2023,2023,NSW,38,0.0789,No Poverty,0.0,Zero Hunger,0.6579,Good Health and Well-being,0.0526,Quality Education,0.0526,Gender Equality,0.1316,Clean Water and Sanitation,0.0789,Affordable and Clean Energy,0.5526,Decent Work and Economic Growth,0.0526,"Industry, Innovation and Infrastructure",0.0526,Reduced Inequalities,0.6053,Sustainable Cities and Communities,0.0263,Responsible Consumption and Production,0.2105,Climate Action,0.0,Life Below Water,0.1053,Life on Land,0.2895,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Cessnock_Urban_2023,2023,NSW,31,0.0,No Poverty,0.0,Zero Hunger,0.6452,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0968,Clean Water and Sanitation,0.0968,Affordable and Clean Energy,0.7097,Decent Work and Economic Growth,0.0645,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5806,Sustainable Cities and Communities,0.0645,Responsible Consumption and Production,0.1613,Climate Action,0.0323,Life Below Water,0.2903,Life on Land,0.2581,"Peace, Justice and Strong Institutions",0.0323,Partnerships for the Goals
NSW_Central Coast_Urban_2023,2023,NSW,24,0.0833,No Poverty,0.0417,Zero Hunger,0.6667,Good Health and Well-being,0.0833,Quality Education,0.0,Gender Equality,0.125,Clean Water and Sanitation,0.125,Affordable and Clean Energy,0.7083,Decent Work and Economic Growth,0.1667,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5417,Sustainable Cities and Communities,0.125,Responsible Consumption and Production,0.2083,Climate Action,0.0417,Life Below Water,0.125,Life on Land,0.25,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Coffs Harbour_Urban_2023,2023,NSW,22,0.1364,No Poverty,0.0,Zero Hunger,0.7727,Good Health and Well-being,0.0455,Quality Education,0.0,Gender Equality,0.1818,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.8182,Decent Work and Economic Growth,0.0909,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.7273,Sustainable Cities and Communities,0.0455,Responsible Consumption and Production,0.1818,Climate Action,0.0,Life Below Water,0.0909,Life on Land,0.1364,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Clarence Valley_Urban_2023,2023,NSW,67,0.0299,No Poverty,0.0,Zero Hunger,0.4478,Good Health and Well-being,0.0597,Quality Education,0.0597,Gender Equality,0.2239,Clean Water and Sanitation,0.1194,Affordable and Clean Energy,0.4925,Decent Work and Economic Growth,0.1045,"Industry, Innovation and Infrastructure",0.0149,Reduced Inequalities,0.5075,Sustainable Cities and Communities,0.0299,Responsible Consumption and Production,0.2985,Climate Action,0.0,Life Below Water,0.1642,Life on Land,0.1493,"Peace, Justice and Strong Institutions",0.0448,Partnerships for the Goals
NSW_Coolamon_Rural_2023,2023,NSW,5,0.0,No Poverty,0.0,Zero Hunger,0.6,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.2,Clean Water and Sanitation,0.2,Affordable and Clean Energy,0.4,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,1.0,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.8,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Camden_Urban_2023,2023,NSW,36,0.0556,No Poverty,0.0,Zero Hunger,0.6111,Good Health and Well-being,0.0556,Quality Education,0.0833,Gender Equality,0.1111,Clean Water and Sanitation,0.1111,Affordable and Clean Energy,0.75,Decent Work and Economic Growth,0.1111,"Industry, Innovation and Infrastructure",0.0833,Reduced Inequalities,0.3611,Sustainable Cities and Communities,0.1389,Responsible Consumption and Production,0.3333,Climate Action,0.0556,Life Below Water,0.0833,Life on Land,0.3889,"Peace, Justice and Strong Institutions",0.0278,Partnerships for the Goals
NSW_Cobar_Rural_2023,2023,NSW,45,0.0889,No Poverty,0.0,Zero Hunger,0.5111,Good Health and Well-being,0.1333,Quality Education,0.0222,Gender Equality,0.2889,Clean Water and Sanitation,0.0444,Affordable and Clean Energy,0.7333,Decent Work and Economic Growth,0.1111,"Industry, Innovation and Infrastructure",0.0222,Reduced Inequalities,0.3111,Sustainable Cities and Communities,0.0222,Responsible Consumption and Production,0.2,Climate Action,0.0222,Life Below Water,0.1333,Life on Land,0.3333,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Cumberland_Urban_2023,2023,NSW,7,0.0,No Poverty,0.0,Zero Hunger,1.0,Good Health and Well-being,0.1429,Quality Education,0.0,Gender Equality,0.2857,Clean Water and Sanitation,0.0,Affordable and Clean Energy,1.0,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5714,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.1429,Life on Land,0.4286,"Peace, Justice and Strong Institutions",0.1429,Partnerships for the Goals
NSW_Coonamble_Rural_2023,2023,NSW,23,0.1304,No Poverty,0.0435,Zero Hunger,0.4783,Good Health and Well-being,0.2609,Quality Education,0.087,Gender Equality,0.0,Clean Water and Sanitation,0.087,Affordable and Clean Energy,0.7826,Decent Work and Economic Growth,0.087,"Industry, Innovation and Infrastructure",0.0435,Reduced Inequalities,0.3913,Sustainable Cities and Communities,0.087,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0435,Life on Land,0.4348,"Peace, Justice and Strong Institutions",0.0435,Partnerships for the Goals
NSW_Cootamundra Gundagai_Rural_2023,2023,NSW,28,0.1786,No Poverty,0.0,Zero Hunger,0.6786,Good Health and Well-being,0.1071,Quality Education,0.0714,Gender Equality,0.0714,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.7857,Decent Work and Economic Growth,0.1071,"Industry, Innovation and Infrastructure",0.0357,Reduced Inequalities,0.3929,Sustainable Cities and Communities,0.0357,Responsible Consumption and Production,0.0714,Climate Action,0.0,Life Below Water,0.0714,Life on Land,0.3929,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Dungog_Rural_2023,2023,NSW,15,0.0667,No Poverty,0.0,Zero Hunger,0.4667,Good Health and Well-being,0.1333,Quality Education,0.1333,Gender Equality,0.0667,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6,Decent Work and Economic Growth,0.4,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3333,Sustainable Cities and Communities,0.0667,Responsible Consumption and Production,0.1333,Climate Action,0.0,Life Below Water,0.0667,Life on Land,0.4,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Edward River_Rural_2023,2023,NSW,39,0.0256,No Poverty,0.0,Zero Hunger,0.4872,Good Health and Well-being,0.0769,Quality Education,0.0256,Gender Equality,0.1795,Clean Water and Sanitation,0.0256,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.0769,"Industry, Innovation and Infrastructure",0.0256,Reduced Inequalities,0.4103,Sustainable Cities and Communities,0.0769,Responsible Consumption and Production,0.2051,Climate Action,0.0769,Life Below Water,0.0769,Life on Land,0.3077,"Peace, Justice and Strong Institutions",0.0769,Partnerships for the Goals
NSW_Dubbo_Urban_2023,2023,NSW,34,0.0294,No Poverty,0.0,Zero Hunger,0.4118,Good Health and Well-being,0.0588,Quality Education,0.0,Gender Equality,0.0882,Clean Water and Sanitation,0.2353,Affordable and Clean Energy,0.5882,Decent Work and Economic Growth,0.0588,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3824,Sustainable Cities and Communities,0.0294,Responsible Consumption and Production,0.4706,Climate Action,0.0,Life Below Water,0.0882,Life on Land,0.3529,"Peace, Justice and Strong Institutions",0.0882,Partnerships for the Goals
NSW_Federation_Rural_2023,2023,NSW,24,0.0417,No Poverty,0.0417,Zero Hunger,0.5,Good Health and Well-being,0.0417,Quality Education,0.0,Gender Equality,0.125,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.7083,Decent Work and Economic Growth,0.2083,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4167,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2083,Climate Action,0.0,Life Below Water,0.0833,Life on Land,0.2083,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Fairfield_Urban_2023,2023,NSW,14,0.0714,No Poverty,0.0,Zero Hunger,0.8571,Good Health and Well-being,0.0714,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.9286,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6429,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1429,Climate Action,0.0,Life Below Water,0.0714,Life on Land,0.2857,"Peace, Justice and Strong Institutions",0.0714,Partnerships for the Goals
NSW_Cabonne_Rural_2023,2023,NSW,7,0.2857,No Poverty,0.0,Zero Hunger,0.5714,Good Health and Well-being,0.0,Quality Education,0.1429,Gender Equality,0.0,Clean Water and Sanitation,0.1429,Affordable and Clean Energy,0.7143,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.1429,Reduced Inequalities,0.7143,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1429,Climate Action,0.0,Life Below Water,0.1429,Life on Land,0.4286,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Gilgandra_Rural_2023,2023,NSW,12,0.0,No Poverty,0.0,Zero Hunger,0.5833,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0833,Clean Water and Sanitation,0.0,Affordable and Clean Energy,1.0,Decent Work and Economic Growth,0.1667,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5833,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1667,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.3333,"Peace, Justice and Strong Institutions",0.0833,Partnerships for the Goals
NSW_Goulburn Mulwaree_Urban_2023,2023,NSW,2,0.0,No Poverty,0.0,Zero Hunger,0.5,Good Health and Well-being,0.5,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.0,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Glen Innes Severn_Rural_2023,2023,NSW,20,0.25,No Poverty,0.0,Zero Hunger,0.6,Good Health and Well-being,0.3,Quality Education,0.05,Gender Equality,0.1,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.55,Decent Work and Economic Growth,0.2,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.25,Sustainable Cities and Communities,0.05,Responsible Consumption and Production,0.25,Climate Action,0.0,Life Below Water,0.05,Life on Land,0.3,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Gwydir_Rural_2023,2023,NSW,3,0.3333,No Poverty,0.0,Zero Hunger,0.6667,Good Health and Well-being,0.0,Quality Education,0.3333,Gender Equality,0.3333,Clean Water and Sanitation,0.6667,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,1.0,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.6667,Climate Action,0.0,Life Below Water,0.0,Life on Land,1.0,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Griffith_Urban_2023,2023,NSW,8,0.125,No Poverty,0.0,Zero Hunger,0.5,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.375,Clean Water and Sanitation,0.125,Affordable and Clean Energy,0.625,Decent Work and Economic Growth,0.25,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.125,Responsible Consumption and Production,0.375,Climate Action,0.0,Life Below Water,0.125,Life on Land,0.5,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Forbes_Rural_2023,2023,NSW,48,0.1458,No Poverty,0.0,Zero Hunger,0.4167,Good Health and Well-being,0.0208,Quality Education,0.0,Gender Equality,0.1458,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5833,Decent Work and Economic Growth,0.0833,"Industry, Innovation and Infrastructure",0.0208,Reduced Inequalities,0.6042,Sustainable Cities and Communities,0.0625,Responsible Consumption and Production,0.3333,Climate Action,0.0,Life Below Water,0.0833,Life on Land,0.3125,"Peace, Justice and Strong Institutions",0.0208,Partnerships for the Goals
NSW_Gunnedah_Rural_2023,2023,NSW,23,0.0,No Poverty,0.0435,Zero Hunger,0.3913,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.087,Clean Water and Sanitation,0.0435,Affordable and Clean Energy,0.6087,Decent Work and Economic Growth,0.0435,"Industry, Innovation and Infrastructure",0.0435,Reduced Inequalities,0.3478,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1739,Climate Action,0.0,Life Below Water,0.1304,Life on Land,0.1739,"Peace, Justice and Strong Institutions",0.0435,Partnerships for the Goals
NSW_Hay_Rural_2023,2023,NSW,13,0.0,No Poverty,0.0,Zero Hunger,0.5385,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0769,Clean Water and Sanitation,0.0769,Affordable and Clean Energy,0.6154,Decent Work and Economic Growth,0.0769,"Industry, Innovation and Infrastructure",0.0769,Reduced Inequalities,0.3077,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0769,Climate Action,0.0,Life Below Water,0.0769,Life on Land,0.5385,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Eurobodalla_Urban_2023,2023,NSW,172,0.0814,No Poverty,0.0058,Zero Hunger,0.5523,Good Health and Well-being,0.1512,Quality Education,0.0523,Gender Equality,0.093,Clean Water and Sanitation,0.0523,Affordable and Clean Energy,0.7151,Decent Work and Economic Growth,0.0872,"Industry, Innovation and Infrastructure",0.0174,Reduced Inequalities,0.3314,Sustainable Cities and Communities,0.064,Responsible Consumption and Production,0.2442,Climate Action,0.064,Life Below Water,0.0872,Life on Land,0.2326,"Peace, Justice and Strong Institutions",0.1453,Partnerships for the Goals
NSW_Hume_Rural_2023,2023,NSW,28,0.0,No Poverty,0.0,Zero Hunger,0.4286,Good Health and Well-being,0.3214,Quality Education,0.0,Gender Equality,0.1071,Clean Water and Sanitation,0.0357,Affordable and Clean Energy,0.7143,Decent Work and Economic Growth,0.0714,"Industry, Innovation and Infrastructure",0.0357,Reduced Inequalities,0.3571,Sustainable Cities and Communities,0.0714,Responsible Consumption and Production,0.1071,Climate Action,0.0,Life Below Water,0.0357,Life on Land,0.3571,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Hunters Hill_Urban_2023,2023,NSW,30,0.0,No Poverty,0.0,Zero Hunger,0.5333,Good Health and Well-being,0.0,Quality Education,0.0333,Gender Equality,0.1,Clean Water and Sanitation,0.0333,Affordable and Clean Energy,0.6,Decent Work and Economic Growth,0.0333,"Industry, Innovation and Infrastructure",0.0667,Reduced Inequalities,0.6,Sustainable Cities and Communities,0.0333,Responsible Consumption and Production,0.0667,Climate Action,0.0,Life Below Water,0.2,Life on Land,0.3,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
NSW_Hornsby_Urban_2023,2023,NSW,76,0.0789,No Poverty,0.0,Zero Hunger,0.6184,Good Health and Well-being,0.0658,Quality Education,0.0,Gender Equality,0.1053,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6711,Decent Work and Economic Growth,0.0132,"Industry, Innovation and Infrastructure",0.0132,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.0395,Responsible Consumption and Production,0.1184,Climate Action,0.0263,Life Below Water,0.1579,Life on Land,0.25,"Peace, Justice and Strong Institutions",0.0263,Partnerships for the Goals
