source,year,state,total_activities,sdg_1_coverage,sdg_1_name,sdg_2_coverage,sdg_2_name,sdg_3_coverage,sdg_3_name,sdg_4_coverage,sdg_4_name,sdg_5_coverage,sdg_5_name,sdg_6_coverage,sdg_6_name,sdg_7_coverage,sdg_7_name,sdg_8_coverage,sdg_8_name,sdg_9_coverage,sdg_9_name,sdg_10_coverage,sdg_10_name,sdg_11_coverage,sdg_11_name,sdg_12_coverage,sdg_12_name,sdg_13_coverage,sdg_13_name,sdg_14_coverage,sdg_14_name,sdg_15_coverage,sdg_15_name,sdg_16_coverage,sdg_16_name,sdg_17_coverage,sdg_17_name
VIC_Benalla_Rural_2023,2023,VIC,9,0.0,No Poverty,0.0,Zero Hunger,0.5556,Good Health and Well-being,0.1111,Quality Education,0.0,Gender Equality,0.1111,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5556,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5556,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2222,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.2222,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Bayside_Urban_2023,2023,VIC,50,0.16,No Poverty,0.0,Zero Hunger,0.56,Good Health and Well-being,0.08,Quality Education,0.12,Gender Equality,0.02,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.62,Decent Work and Economic Growth,0.04,"Industry, Innovation and Infrastructure",0.02,Reduced Inequalities,0.46,Sustainable Cities and Communities,0.02,Responsible Consumption and Production,0.14,Climate Action,0.0,Life Below Water,0.14,Life on Land,0.58,"Peace, Justice and Strong Institutions",0.04,Partnerships for the Goals
VIC_Bendigo_Urban_2023,2023,VIC,38,0.0263,No Poverty,0.0,Zero Hunger,0.5789,Good Health and Well-being,0.0789,Quality Education,0.0,Gender Equality,0.0789,Clean Water and Sanitation,0.0789,Affordable and Clean Energy,0.7105,Decent Work and Economic Growth,0.0789,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.0526,Responsible Consumption and Production,0.3158,Climate Action,0.0,Life Below Water,0.1842,Life on Land,0.4211,"Peace, Justice and Strong Institutions",0.0789,Partnerships for the Goals
TAS_Burnie_Urban_2023,2023,TAS,37,0.0,No Poverty,0.0541,Zero Hunger,0.5405,Good Health and Well-being,0.0541,Quality Education,0.027,Gender Equality,0.0541,Clean Water and Sanitation,0.1351,Affordable and Clean Energy,0.7297,Decent Work and Economic Growth,0.1351,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5405,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1892,Climate Action,0.0541,Life Below Water,0.1081,Life on Land,0.2973,"Peace, Justice and Strong Institutions",0.027,Partnerships for the Goals
VIC_Buloke_Rural_2023,2023,VIC,50,0.12,No Poverty,0.06,Zero Hunger,0.6,Good Health and Well-being,0.06,Quality Education,0.06,Gender Equality,0.16,Clean Water and Sanitation,0.04,Affordable and Clean Energy,0.64,Decent Work and Economic Growth,0.08,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.44,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.46,Climate Action,0.0,Life Below Water,0.1,Life on Land,0.26,"Peace, Justice and Strong Institutions",0.04,Partnerships for the Goals
VIC_Brimbank_Urban_2023,2023,VIC,38,0.1316,No Poverty,0.0263,Zero Hunger,0.6579,Good Health and Well-being,0.1316,Quality Education,0.0789,Gender Equality,0.0263,Clean Water and Sanitation,0.0263,Affordable and Clean Energy,0.7895,Decent Work and Economic Growth,0.0263,"Industry, Innovation and Infrastructure",0.0263,Reduced Inequalities,0.4474,Sustainable Cities and Communities,0.0789,Responsible Consumption and Production,0.2895,Climate Action,0.0,Life Below Water,0.1316,Life on Land,0.4474,"Peace, Justice and Strong Institutions",0.0263,Partnerships for the Goals
VIC_Boroondara_Urban_2023,2023,VIC,96,0.0312,No Poverty,0.0104,Zero Hunger,0.4479,Good Health and Well-being,0.0833,Quality Education,0.0521,Gender Equality,0.0417,Clean Water and Sanitation,0.0104,Affordable and Clean Energy,0.6354,Decent Work and Economic Growth,0.0938,"Industry, Innovation and Infrastructure",0.0208,Reduced Inequalities,0.4583,Sustainable Cities and Communities,0.1042,Responsible Consumption and Production,0.125,Climate Action,0.0,Life Below Water,0.0729,Life on Land,0.25,"Peace, Justice and Strong Institutions",0.0312,Partnerships for the Goals
VIC_Campaspe_Urban_2023,2023,VIC,34,0.0588,No Poverty,0.0,Zero Hunger,0.3529,Good Health and Well-being,0.0588,Quality Education,0.0588,Gender Equality,0.1176,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.0588,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.2059,Sustainable Cities and Communities,0.0882,Responsible Consumption and Production,0.2941,Climate Action,0.0882,Life Below Water,0.0588,Life on Land,0.3235,"Peace, Justice and Strong Institutions",0.0588,Partnerships for the Goals
VIC_Cardinia_Urban_2023,2023,VIC,69,0.087,No Poverty,0.0435,Zero Hunger,0.6087,Good Health and Well-being,0.1304,Quality Education,0.058,Gender Equality,0.0725,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6957,Decent Work and Economic Growth,0.058,"Industry, Innovation and Infrastructure",0.029,Reduced Inequalities,0.5072,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2029,Climate Action,0.0,Life Below Water,0.1594,Life on Land,0.2464,"Peace, Justice and Strong Institutions",0.029,Partnerships for the Goals
VIC_Casey_Urban_2023,2023,VIC,90,0.1,No Poverty,0.0,Zero Hunger,0.6667,Good Health and Well-being,0.1111,Quality Education,0.0444,Gender Equality,0.0111,Clean Water and Sanitation,0.0111,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.1444,"Industry, Innovation and Infrastructure",0.0111,Reduced Inequalities,0.4778,Sustainable Cities and Communities,0.1222,Responsible Consumption and Production,0.1222,Climate Action,0.0,Life Below Water,0.0889,Life on Land,0.4111,"Peace, Justice and Strong Institutions",0.0333,Partnerships for the Goals
VIC_Colac Otway_Urban_2023,2023,VIC,63,0.0635,No Poverty,0.0,Zero Hunger,0.4286,Good Health and Well-being,0.0476,Quality Education,0.0635,Gender Equality,0.0952,Clean Water and Sanitation,0.1429,Affordable and Clean Energy,0.6508,Decent Work and Economic Growth,0.1111,"Industry, Innovation and Infrastructure",0.0317,Reduced Inequalities,0.3333,Sustainable Cities and Communities,0.1111,Responsible Consumption and Production,0.3651,Climate Action,0.0317,Life Below Water,0.0952,Life on Land,0.3333,"Peace, Justice and Strong Institutions",0.0317,Partnerships for the Goals
VIC_East Gippsland_Urban_2023,2023,VIC,1,0.0,No Poverty,1.0,Zero Hunger,0.0,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,1.0,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.0,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,1.0,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Dandenong_Urban_2023,2023,VIC,64,0.1719,No Poverty,0.0,Zero Hunger,0.6719,Good Health and Well-being,0.0625,Quality Education,0.1094,Gender Equality,0.0312,Clean Water and Sanitation,0.0625,Affordable and Clean Energy,0.7344,Decent Work and Economic Growth,0.0312,"Industry, Innovation and Infrastructure",0.0312,Reduced Inequalities,0.4531,Sustainable Cities and Communities,0.0781,Responsible Consumption and Production,0.25,Climate Action,0.0,Life Below Water,0.0312,Life on Land,0.4844,"Peace, Justice and Strong Institutions",0.0312,Partnerships for the Goals
VIC_Gannawarra_Rural_2023,2023,VIC,41,0.0976,No Poverty,0.0244,Zero Hunger,0.4634,Good Health and Well-being,0.0488,Quality Education,0.122,Gender Equality,0.122,Clean Water and Sanitation,0.0976,Affordable and Clean Energy,0.6341,Decent Work and Economic Growth,0.0488,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3902,Sustainable Cities and Communities,0.0732,Responsible Consumption and Production,0.3171,Climate Action,0.0244,Life Below Water,0.0732,Life on Land,0.4878,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Bass Coast_Urban_2023,2023,VIC,19,0.0526,No Poverty,0.0,Zero Hunger,0.6842,Good Health and Well-being,0.1053,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.1579,Affordable and Clean Energy,0.7368,Decent Work and Economic Growth,0.1053,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5263,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2105,Climate Action,0.0,Life Below Water,0.1053,Life on Land,0.5263,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Geelong_Urban_2023,2023,VIC,61,0.1311,No Poverty,0.0492,Zero Hunger,0.7377,Good Health and Well-being,0.1311,Quality Education,0.0328,Gender Equality,0.0164,Clean Water and Sanitation,0.0328,Affordable and Clean Energy,0.7049,Decent Work and Economic Growth,0.1475,"Industry, Innovation and Infrastructure",0.0328,Reduced Inequalities,0.2131,Sustainable Cities and Communities,0.0492,Responsible Consumption and Production,0.2295,Climate Action,0.0164,Life Below Water,0.0492,Life on Land,0.3934,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Glenelg_Urban_2023,2023,VIC,30,0.0667,No Poverty,0.0,Zero Hunger,0.4333,Good Health and Well-being,0.2667,Quality Education,0.1333,Gender Equality,0.0667,Clean Water and Sanitation,0.0667,Affordable and Clean Energy,0.6333,Decent Work and Economic Growth,0.1333,"Industry, Innovation and Infrastructure",0.0333,Reduced Inequalities,0.2667,Sustainable Cities and Communities,0.0333,Responsible Consumption and Production,0.1,Climate Action,0.0,Life Below Water,0.0667,Life on Land,0.3667,"Peace, Justice and Strong Institutions",0.0667,Partnerships for the Goals
VIC_Glen Eira_Urban_2023,2023,VIC,100,0.07,No Poverty,0.0,Zero Hunger,0.51,Good Health and Well-being,0.12,Quality Education,0.06,Gender Equality,0.04,Clean Water and Sanitation,0.09,Affordable and Clean Energy,0.52,Decent Work and Economic Growth,0.09,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4,Sustainable Cities and Communities,0.06,Responsible Consumption and Production,0.22,Climate Action,0.02,Life Below Water,0.11,Life on Land,0.28,"Peace, Justice and Strong Institutions",0.02,Partnerships for the Goals
VIC_Hepburn_Rural_2023,2023,VIC,76,0.0789,No Poverty,0.0395,Zero Hunger,0.4605,Good Health and Well-being,0.0658,Quality Education,0.1184,Gender Equality,0.0263,Clean Water and Sanitation,0.0395,Affordable and Clean Energy,0.6579,Decent Work and Economic Growth,0.1053,"Industry, Innovation and Infrastructure",0.0263,Reduced Inequalities,0.4079,Sustainable Cities and Communities,0.0789,Responsible Consumption and Production,0.2105,Climate Action,0.0,Life Below Water,0.1053,Life on Land,0.3553,"Peace, Justice and Strong Institutions",0.0132,Partnerships for the Goals
VIC_Golden Plains_Urban_2023,2023,VIC,107,0.0561,No Poverty,0.0,Zero Hunger,0.5701,Good Health and Well-being,0.1215,Quality Education,0.0935,Gender Equality,0.0561,Clean Water and Sanitation,0.0467,Affordable and Clean Energy,0.6916,Decent Work and Economic Growth,0.1215,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3925,Sustainable Cities and Communities,0.0561,Responsible Consumption and Production,0.1402,Climate Action,0.0,Life Below Water,0.0935,Life on Land,0.3458,"Peace, Justice and Strong Institutions",0.028,Partnerships for the Goals
VIC_Hume_Urban_2023,2023,VIC,17,0.0588,No Poverty,0.0,Zero Hunger,0.5294,Good Health and Well-being,0.2353,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.8824,Decent Work and Economic Growth,0.1176,"Industry, Innovation and Infrastructure",0.0588,Reduced Inequalities,0.3529,Sustainable Cities and Communities,0.0588,Responsible Consumption and Production,0.0588,Climate Action,0.0588,Life Below Water,0.0588,Life on Land,0.2941,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Hobsons Bay_Urban_2023,2023,VIC,74,0.0811,No Poverty,0.0,Zero Hunger,0.5946,Good Health and Well-being,0.1486,Quality Education,0.0811,Gender Equality,0.0405,Clean Water and Sanitation,0.0541,Affordable and Clean Energy,0.7027,Decent Work and Economic Growth,0.1216,"Industry, Innovation and Infrastructure",0.0135,Reduced Inequalities,0.4189,Sustainable Cities and Communities,0.0405,Responsible Consumption and Production,0.1622,Climate Action,0.0,Life Below Water,0.0946,Life on Land,0.3649,"Peace, Justice and Strong Institutions",0.027,Partnerships for the Goals
VIC_Horsham_Urban_2023,2023,VIC,50,0.12,No Poverty,0.0,Zero Hunger,0.68,Good Health and Well-being,0.1,Quality Education,0.06,Gender Equality,0.06,Clean Water and Sanitation,0.02,Affordable and Clean Energy,0.68,Decent Work and Economic Growth,0.02,"Industry, Innovation and Infrastructure",0.02,Reduced Inequalities,0.6,Sustainable Cities and Communities,0.12,Responsible Consumption and Production,0.28,Climate Action,0.0,Life Below Water,0.04,Life on Land,0.3,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Indigo_Rural_2023,2023,VIC,19,0.0,No Poverty,0.0,Zero Hunger,0.6316,Good Health and Well-being,0.0526,Quality Education,0.0,Gender Equality,0.0526,Clean Water and Sanitation,0.1053,Affordable and Clean Energy,0.6316,Decent Work and Economic Growth,0.0526,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4737,Sustainable Cities and Communities,0.0526,Responsible Consumption and Production,0.3684,Climate Action,0.0526,Life Below Water,0.2632,Life on Land,0.6316,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Latrobe_Urban_2023,2023,VIC,45,0.0667,No Poverty,0.0,Zero Hunger,0.5556,Good Health and Well-being,0.0667,Quality Education,0.0222,Gender Equality,0.0667,Clean Water and Sanitation,0.0667,Affordable and Clean Energy,0.7778,Decent Work and Economic Growth,0.1333,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4667,Sustainable Cities and Communities,0.0222,Responsible Consumption and Production,0.1778,Climate Action,0.0,Life Below Water,0.1778,Life on Land,0.1778,"Peace, Justice and Strong Institutions",0.0222,Partnerships for the Goals
VIC_Knox_Urban_2023,2023,VIC,82,0.1341,No Poverty,0.0,Zero Hunger,0.5854,Good Health and Well-being,0.0976,Quality Education,0.0488,Gender Equality,0.0244,Clean Water and Sanitation,0.0244,Affordable and Clean Energy,0.6341,Decent Work and Economic Growth,0.061,"Industry, Innovation and Infrastructure",0.0122,Reduced Inequalities,0.4878,Sustainable Cities and Communities,0.0732,Responsible Consumption and Production,0.0976,Climate Action,0.0122,Life Below Water,0.0976,Life on Land,0.4634,"Peace, Justice and Strong Institutions",0.0122,Partnerships for the Goals
VIC_Macedon Ranges_Urban_2023,2023,VIC,16,0.0625,No Poverty,0.0,Zero Hunger,0.625,Good Health and Well-being,0.0,Quality Education,0.0625,Gender Equality,0.0625,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.625,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.25,Climate Action,0.0,Life Below Water,0.1875,Life on Land,0.125,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Loddon_Rural_2023,2023,VIC,103,0.1165,No Poverty,0.0194,Zero Hunger,0.6117,Good Health and Well-being,0.1068,Quality Education,0.0194,Gender Equality,0.1456,Clean Water and Sanitation,0.0097,Affordable and Clean Energy,0.6893,Decent Work and Economic Growth,0.1165,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5243,Sustainable Cities and Communities,0.0583,Responsible Consumption and Production,0.2233,Climate Action,0.0097,Life Below Water,0.0777,Life on Land,0.3981,"Peace, Justice and Strong Institutions",0.0194,Partnerships for the Goals
VIC_Mansfield_Rural_2023,2023,VIC,32,0.0938,No Poverty,0.0,Zero Hunger,0.6875,Good Health and Well-being,0.1875,Quality Education,0.125,Gender Equality,0.0625,Clean Water and Sanitation,0.0312,Affordable and Clean Energy,0.8125,Decent Work and Economic Growth,0.0938,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.375,Sustainable Cities and Communities,0.0312,Responsible Consumption and Production,0.0,Climate Action,0.0625,Life Below Water,0.0312,Life on Land,0.4688,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Manningham_Urban_2023,2023,VIC,112,0.0982,No Poverty,0.0357,Zero Hunger,0.6071,Good Health and Well-being,0.0536,Quality Education,0.0625,Gender Equality,0.0536,Clean Water and Sanitation,0.0446,Affordable and Clean Energy,0.5446,Decent Work and Economic Growth,0.0536,"Industry, Innovation and Infrastructure",0.0179,Reduced Inequalities,0.2768,Sustainable Cities and Communities,0.0536,Responsible Consumption and Production,0.1607,Climate Action,0.0,Life Below Water,0.1607,Life on Land,0.2946,"Peace, Justice and Strong Institutions",0.0179,Partnerships for the Goals
TAS_Northern Midlands_Rural_2023,2023,TAS,39,0.1026,No Poverty,0.0,Zero Hunger,0.6154,Good Health and Well-being,0.1282,Quality Education,0.0,Gender Equality,0.1282,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.7436,Decent Work and Economic Growth,0.1282,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6154,Sustainable Cities and Communities,0.0769,Responsible Consumption and Production,0.2308,Climate Action,0.0256,Life Below Water,0.0256,Life on Land,0.3846,"Peace, Justice and Strong Institutions",0.0769,Partnerships for the Goals
NSW_Singleton_Urban_2023,2023,NSW,92,0.1304,No Poverty,0.0,Zero Hunger,0.6087,Good Health and Well-being,0.0652,Quality Education,0.0109,Gender Equality,0.1304,Clean Water and Sanitation,0.0543,Affordable and Clean Energy,0.8913,Decent Work and Economic Growth,0.2609,"Industry, Innovation and Infrastructure",0.0326,Reduced Inequalities,0.3587,Sustainable Cities and Communities,0.1196,Responsible Consumption and Production,0.2717,Climate Action,0.0109,Life Below Water,0.0652,Life on Land,0.3478,"Peace, Justice and Strong Institutions",0.0652,Partnerships for the Goals
VIC_Melbourne_Urban_2023,2023,VIC,66,0.1212,No Poverty,0.0606,Zero Hunger,0.6515,Good Health and Well-being,0.0909,Quality Education,0.0909,Gender Equality,0.0152,Clean Water and Sanitation,0.0455,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.1061,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5152,Sustainable Cities and Communities,0.0152,Responsible Consumption and Production,0.1515,Climate Action,0.0152,Life Below Water,0.0758,Life on Land,0.2121,"Peace, Justice and Strong Institutions",0.0606,Partnerships for the Goals
VIC_Mildura_Urban_2023,2023,VIC,50,0.06,No Poverty,0.0,Zero Hunger,0.58,Good Health and Well-being,0.12,Quality Education,0.02,Gender Equality,0.1,Clean Water and Sanitation,0.1,Affordable and Clean Energy,0.58,Decent Work and Economic Growth,0.1,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4,Sustainable Cities and Communities,0.06,Responsible Consumption and Production,0.3,Climate Action,0.0,Life Below Water,0.04,Life on Land,0.22,"Peace, Justice and Strong Institutions",0.02,Partnerships for the Goals
VIC_Maroondah_Urban_2023,2023,VIC,128,0.0625,No Poverty,0.0078,Zero Hunger,0.6406,Good Health and Well-being,0.0938,Quality Education,0.0859,Gender Equality,0.0469,Clean Water and Sanitation,0.0625,Affordable and Clean Energy,0.6172,Decent Work and Economic Growth,0.0469,"Industry, Innovation and Infrastructure",0.0078,Reduced Inequalities,0.4453,Sustainable Cities and Communities,0.0391,Responsible Consumption and Production,0.1797,Climate Action,0.0,Life Below Water,0.1328,Life on Land,0.2656,"Peace, Justice and Strong Institutions",0.1094,Partnerships for the Goals
VIC_Merri Bek_Urban_2023,2023,VIC,129,0.0698,No Poverty,0.0078,Zero Hunger,0.5581,Good Health and Well-being,0.1163,Quality Education,0.1008,Gender Equality,0.031,Clean Water and Sanitation,0.0233,Affordable and Clean Energy,0.6589,Decent Work and Economic Growth,0.1085,"Industry, Innovation and Infrastructure",0.0155,Reduced Inequalities,0.3721,Sustainable Cities and Communities,0.0853,Responsible Consumption and Production,0.2326,Climate Action,0.0078,Life Below Water,0.062,Life on Land,0.3256,"Peace, Justice and Strong Institutions",0.0078,Partnerships for the Goals
VIC_Moira_Urban_2023,2023,VIC,50,0.04,No Poverty,0.0,Zero Hunger,0.6,Good Health and Well-being,0.08,Quality Education,0.06,Gender Equality,0.06,Clean Water and Sanitation,0.02,Affordable and Clean Energy,0.7,Decent Work and Economic Growth,0.04,"Industry, Innovation and Infrastructure",0.02,Reduced Inequalities,0.34,Sustainable Cities and Communities,0.1,Responsible Consumption and Production,0.16,Climate Action,0.02,Life Below Water,0.06,Life on Land,0.44,"Peace, Justice and Strong Institutions",0.04,Partnerships for the Goals
VIC_Mitchell_Urban_2023,2023,VIC,52,0.1346,No Poverty,0.0,Zero Hunger,0.5769,Good Health and Well-being,0.0577,Quality Education,0.1731,Gender Equality,0.0769,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6731,Decent Work and Economic Growth,0.0577,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4231,Sustainable Cities and Communities,0.0769,Responsible Consumption and Production,0.2885,Climate Action,0.0,Life Below Water,0.0385,Life on Land,0.2692,"Peace, Justice and Strong Institutions",0.0577,Partnerships for the Goals
VIC_Monash_Urban_2023,2023,VIC,78,0.1154,No Poverty,0.0128,Zero Hunger,0.5513,Good Health and Well-being,0.1026,Quality Education,0.1667,Gender Equality,0.0385,Clean Water and Sanitation,0.1026,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.0128,"Industry, Innovation and Infrastructure",0.0128,Reduced Inequalities,0.359,Sustainable Cities and Communities,0.0897,Responsible Consumption and Production,0.1795,Climate Action,0.0,Life Below Water,0.0897,Life on Land,0.3846,"Peace, Justice and Strong Institutions",0.0128,Partnerships for the Goals
TAS_Latrobe_Rural_2023,2023,TAS,35,0.1429,No Poverty,0.0,Zero Hunger,0.6,Good Health and Well-being,0.0571,Quality Education,0.0286,Gender Equality,0.1429,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6286,Decent Work and Economic Growth,0.0857,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6,Sustainable Cities and Communities,0.0857,Responsible Consumption and Production,0.3429,Climate Action,0.0,Life Below Water,0.1143,Life on Land,0.5143,"Peace, Justice and Strong Institutions",0.0286,Partnerships for the Goals
VIC_Moonee Valley_Urban_2023,2023,VIC,69,0.1449,No Poverty,0.029,Zero Hunger,0.6087,Good Health and Well-being,0.1014,Quality Education,0.1449,Gender Equality,0.029,Clean Water and Sanitation,0.0435,Affordable and Clean Energy,0.6232,Decent Work and Economic Growth,0.0435,"Industry, Innovation and Infrastructure",0.0145,Reduced Inequalities,0.4348,Sustainable Cities and Communities,0.0435,Responsible Consumption and Production,0.2174,Climate Action,0.0,Life Below Water,0.058,Life on Land,0.5942,"Peace, Justice and Strong Institutions",0.058,Partnerships for the Goals
VIC_Mount Alexander_Urban_2023,2023,VIC,29,0.1034,No Poverty,0.0,Zero Hunger,0.4483,Good Health and Well-being,0.069,Quality Education,0.0345,Gender Equality,0.069,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.4828,Decent Work and Economic Growth,0.0345,"Industry, Innovation and Infrastructure",0.069,Reduced Inequalities,0.4138,Sustainable Cities and Communities,0.1034,Responsible Consumption and Production,0.2759,Climate Action,0.0,Life Below Water,0.0345,Life on Land,0.4483,"Peace, Justice and Strong Institutions",0.0345,Partnerships for the Goals
VIC_Moyne_Rural_2023,2023,VIC,31,0.0323,No Poverty,0.0,Zero Hunger,0.6129,Good Health and Well-being,0.0323,Quality Education,0.129,Gender Equality,0.0,Clean Water and Sanitation,0.0323,Affordable and Clean Energy,0.7742,Decent Work and Economic Growth,0.0968,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3871,Sustainable Cities and Communities,0.0968,Responsible Consumption and Production,0.129,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.3871,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Mornington Peninsula_Urban_2023,2023,VIC,148,0.1081,No Poverty,0.0946,Zero Hunger,0.5541,Good Health and Well-being,0.1014,Quality Education,0.0405,Gender Equality,0.0405,Clean Water and Sanitation,0.0405,Affordable and Clean Energy,0.723,Decent Work and Economic Growth,0.0405,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3919,Sustainable Cities and Communities,0.0541,Responsible Consumption and Production,0.1959,Climate Action,0.027,Life Below Water,0.0878,Life on Land,0.2162,"Peace, Justice and Strong Institutions",0.0743,Partnerships for the Goals
VIC_Northern Grampians_Rural_2023,2023,VIC,63,0.0317,No Poverty,0.0,Zero Hunger,0.5556,Good Health and Well-being,0.0794,Quality Education,0.0794,Gender Equality,0.0159,Clean Water and Sanitation,0.0317,Affordable and Clean Energy,0.5714,Decent Work and Economic Growth,0.2063,"Industry, Innovation and Infrastructure",0.0159,Reduced Inequalities,0.4127,Sustainable Cities and Communities,0.0476,Responsible Consumption and Production,0.1587,Climate Action,0.0,Life Below Water,0.1111,Life on Land,0.1905,"Peace, Justice and Strong Institutions",0.0159,Partnerships for the Goals
VIC_Port Phillip_Urban_2023,2023,VIC,12,0.1667,No Poverty,0.0,Zero Hunger,1.0,Good Health and Well-being,0.0833,Quality Education,0.0,Gender Equality,0.0833,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.9167,Decent Work and Economic Growth,0.1667,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6667,Sustainable Cities and Communities,0.1667,Responsible Consumption and Production,0.1667,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.1667,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Nillumbik_Urban_2023,2023,VIC,79,0.0886,No Poverty,0.0,Zero Hunger,0.6582,Good Health and Well-being,0.1013,Quality Education,0.1392,Gender Equality,0.038,Clean Water and Sanitation,0.0506,Affordable and Clean Energy,0.6835,Decent Work and Economic Growth,0.038,"Industry, Innovation and Infrastructure",0.0127,Reduced Inequalities,0.4557,Sustainable Cities and Communities,0.0127,Responsible Consumption and Production,0.2278,Climate Action,0.0,Life Below Water,0.1392,Life on Land,0.4177,"Peace, Justice and Strong Institutions",0.0253,Partnerships for the Goals
VIC_Pyrenees_Rural_2023,2023,VIC,55,0.0727,No Poverty,0.0182,Zero Hunger,0.5091,Good Health and Well-being,0.1091,Quality Education,0.0727,Gender Equality,0.1273,Clean Water and Sanitation,0.0727,Affordable and Clean Energy,0.6,Decent Work and Economic Growth,0.1091,"Industry, Innovation and Infrastructure",0.0182,Reduced Inequalities,0.4545,Sustainable Cities and Communities,0.0364,Responsible Consumption and Production,0.2909,Climate Action,0.0,Life Below Water,0.0727,Life on Land,0.2182,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
VIC_Queenscliffe_Urban_2023,2023,VIC,16,0.125,No Poverty,0.0,Zero Hunger,0.5625,Good Health and Well-being,0.0,Quality Education,0.1875,Gender Equality,0.0,Clean Water and Sanitation,0.0625,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.0625,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4375,Sustainable Cities and Communities,0.125,Responsible Consumption and Production,0.125,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.4375,"Peace, Justice and Strong Institutions",0.0625,Partnerships for the Goals
