filename,path,state,council,year,has_financial_statements,financial_heading,financial_page,total_pages,total_chars
QLD_Moreton Bay_Urban_2023.pdf,2023/QLD/QLD_Moreton Bay_Urban_2023.pdf,QLD,Moreton Bay,2023,True,financial statements,4.0,176,331649
QLD_Goondiwindi_Rural_2023.pdf,2023/QLD/QLD_Goondiwindi_Rural_2023.pdf,QLD,Goondiwindi,2023,True,financial statements,18.0,80,64886
QLD_Tablelands_Urban_2023.pdf,2023/QLD/QLD_Tablelands_Urban_2023.pdf,QLD,Tablelands,2023,True,statement of comprehensive income,3.0,43,90919
QLD_Winton_Rural_2023.pdf,2023/QLD/QLD_Winton_Rural_2023.pdf,QLD,Winton,2023,True,statement of cash flows,23.0,96,26291
QLD_Central Highlands_Urban_2023.pdf,2023/QLD/QLD_Central Highlands_Urban_2023.pdf,QLD,Central Highlands,2023,True,financial statements,2.0,123,438698
QLD_Noosa_Urban_2023.pdf,2023/QLD/QLD_Noosa_Urban_2023.pdf,QLD,Noosa,2023,True,financial statements,107.0,154,413890
QLD_Hinchinbrook_Rural_2023.pdf,2023/QLD/QLD_Hinchinbrook_Rural_2023.pdf,QLD,Hinchinbrook,2023,True,statement of comprehensive income,52.0,102,199351
QLD_Western Downs_Urban_2023.pdf,2023/QLD/QLD_Western Downs_Urban_2023.pdf,QLD,Western Downs,2023,True,general purpose financial statements,2.0,98,94134
QLD_Logan_Urban_2023.pdf,2023/QLD/QLD_Logan_Urban_2023.pdf,QLD,Logan,2023,True,general purpose financial statements,66.0,208,344536
QLD_Pormpuraaw_Rural_2023.pdf,2023/QLD/QLD_Pormpuraaw_Rural_2023.pdf,QLD,Pormpuraaw,2023,True,financial statements,2.0,95,195394
QLD_Goldcoast_Urban_2023.pdf,2023/QLD/QLD_Goldcoast_Urban_2023.pdf,QLD,Goldcoast,2023,True,financial statements,4.0,161,364045
QLD_Diamantina_Rural_2023.pdf,2023/QLD/QLD_Diamantina_Rural_2023.pdf,QLD,Diamantina,2023,True,financial statements,3.0,67,83215
QLD_Fraser Coast_Urban_2023.pdf,2023/QLD/QLD_Fraser Coast_Urban_2023.pdf,QLD,Fraser Coast,2023,True,financial statements,28.0,132,250431
QLD_Mapoon_Rural_2023.pdf,2023/QLD/QLD_Mapoon_Rural_2023.pdf,QLD,Mapoon,2023,False,,,73,57362
QLD_Palm Island_Urban_2023.pdf,2023/QLD/QLD_Palm Island_Urban_2023.pdf,QLD,Palm Island,2023,True,financial statements,12.0,31,109327
QLD_Toowoomba_Urban_2023.pdf,2023/QLD/QLD_Toowoomba_Urban_2023.pdf,QLD,Toowoomba,2023,True,financial statements,38.0,110,216981
QLD_Ipswich_Urban_2023.pdf,2023/QLD/QLD_Ipswich_Urban_2023.pdf,QLD,Ipswich,2023,True,financial statements,3.0,148,220866
QLD_Etheridge_Rural_2023.pdf,2023/QLD/QLD_Etheridge_Rural_2023.pdf,QLD,Etheridge,2023,True,financial statements,28.0,89,110707
QLD_Scenic Rim_Urban_2023.pdf,2023/QLD/QLD_Scenic Rim_Urban_2023.pdf,QLD,Scenic Rim,2023,True,statement of cash flows,15.0,115,399624
QLD_Quilpie_Rural_2023.pdf,2023/QLD/QLD_Quilpie_Rural_2023.pdf,QLD,Quilpie,2023,True,general purpose financial statements,2.0,68,182247
QLD_Rockhampton_Urban_2023.pdf,2023/QLD/QLD_Rockhampton_Urban_2023.pdf,QLD,Rockhampton,2023,True,financial statements,5.0,136,116097
QLD_Hope Vale_Rural_2023.pdf,2023/QLD/QLD_Hope Vale_Rural_2023.pdf,QLD,Hope Vale,2023,True,financial statements,40.0,82,111628
QLD_Paroo_Rural_2023.pdf,2023/QLD/QLD_Paroo_Rural_2023.pdf,QLD,Paroo,2023,True,financial statements,68.0,70,14293
QLD_Carpentaria_Rural_2023.pdf,2023/QLD/QLD_Carpentaria_Rural_2023.pdf,QLD,Carpentaria,2023,True,statement of comprehensive income,13.0,90,182133
QLD_Napranum_Rural_2023.pdf,2023/QLD/QLD_Napranum_Rural_2023.pdf,QLD,Napranum,2023,True,audited financial statements,2.0,90,97581
QLD_Banana_Rural_2023.pdf,2023/QLD/QLD_Banana_Rural_2023.pdf,QLD,Banana,2023,True,financial statements,5.0,200,229036
QLD_Lockhart River_Rural_2023.pdf,2023/QLD/QLD_Lockhart River_Rural_2023.pdf,QLD,Lockhart River,2023,True,statement of comprehensive income,44.0,54,77457
QLD_Flinders_Rural_2023.pdf,2023/QLD/QLD_Flinders_Rural_2023.pdf,QLD,Flinders,2023,True,general purpose financial statements,2.0,70,165629
QLD_Murweh_Rural_2023.pdf,2023/QLD/QLD_Murweh_Rural_2023.pdf,QLD,Murweh,2023,True,audited financial statements,5.0,97,79126
QLD_Cloncurry_Rural_2023.pdf,2023/QLD/QLD_Cloncurry_Rural_2023.pdf,QLD,Cloncurry,2023,True,financial statements,3.0,123,103266
QLD_Mckinlay_Rural_2023.pdf,2023/QLD/QLD_Mckinlay_Rural_2023.pdf,QLD,Mckinlay,2023,False,,,114,94033
QLD_Gympie_Urban_2023.pdf,2023/QLD/QLD_Gympie_Urban_2023.pdf,QLD,Gympie,2023,True,financial statements,4.0,102,82986
QLD_Gladstone_Urban_2023.pdf,2023/QLD/QLD_Gladstone_Urban_2023.pdf,QLD,Gladstone,2023,True,financial statements,4.0,180,358434
QLD_Wujal Wujal_Rural_2023.pdf,2023/QLD/QLD_Wujal Wujal_Rural_2023.pdf,QLD,Wujal Wujal,2023,True,financial statements,3.0,82,71498
QLD_Burke_Rural_2023.pdf,2023/QLD/QLD_Burke_Rural_2023.pdf,QLD,Burke,2023,True,financial statements,14.0,87,84981
QLD_Whitsunday_Urban_2023.pdf,2023/QLD/QLD_Whitsunday_Urban_2023.pdf,QLD,Whitsunday,2023,True,financial statements,2.0,97,331439
QLD_Kowanyama_Rural_2023.pdf,2023/QLD/QLD_Kowanyama_Rural_2023.pdf,QLD,Kowanyama,2023,True,financial statements,24.0,108,194480
QLD_Croydon_Rural_2023.pdf,2023/QLD/QLD_Croydon_Rural_2023.pdf,QLD,Croydon,2023,True,statement of comprehensive income,30.0,79,62438
QLD_Redland_Urban_2023.pdf,2023/QLD/QLD_Redland_Urban_2023.pdf,QLD,Redland,2023,True,financial statements,114.0,116,168142
QLD_Burdekin_Rural_2023.pdf,2023/QLD/QLD_Burdekin_Rural_2023.pdf,QLD,Burdekin,2023,True,financial statements,3.0,83,140364
QLD_Cairns_Urban_2023.pdf,2023/QLD/QLD_Cairns_Urban_2023.pdf,QLD,Cairns,2023,True,financial statements,2.0,133,234926
QLD_Southern Downs_Urban_2023.pdf,2023/QLD/QLD_Southern Downs_Urban_2023.pdf,QLD,Southern Downs,2023,True,financial statements,3.0,100,140276
QLD_Maranoa_Rural_2023.pdf,2023/QLD/QLD_Maranoa_Rural_2023.pdf,QLD,Maranoa,2023,True,general purpose financial statements,2.0,186,305829
QLD_Sunshine Coast_Urban_2023.pdf,2023/QLD/QLD_Sunshine Coast_Urban_2023.pdf,QLD,Sunshine Coast,2023,True,financial statements,66.0,156,338823
QLD_Mackay_Urban_2023.pdf,2023/QLD/QLD_Mackay_Urban_2023.pdf,QLD,Mackay,2023,True,statement of financial position,59.0,77,190995
QLD_Brisbane_Urban_2023.pdf,2023/QLD/QLD_Brisbane_Urban_2023.pdf,QLD,Brisbane,2023,True,financial statements,11.0,188,438926
QLD_Aurukun_Rural_2023.pdf,2023/QLD/QLD_Aurukun_Rural_2023.pdf,QLD,Aurukun,2023,True,financial statements,3.0,86,155069
QLD_Cassowary Coast_Urban_2023.pdf,2023/QLD/QLD_Cassowary Coast_Urban_2023.pdf,QLD,Cassowary Coast,2023,True,statement of changes in equity,2.0,55,102944
QLD_South Burnett_Urban_2023.pdf,2023/QLD/QLD_South Burnett_Urban_2023.pdf,QLD,South Burnett,2023,True,statement of comprehensive income,15.0,162,321562
QLD_Balonne_Rural_2023.pdf,2023/QLD/QLD_Balonne_Rural_2023.pdf,QLD,Balonne,2023,True,statement of cash flows,97.0,136,247977
QLD_Torres_Rural_2023.pdf,2023/QLD/QLD_Torres_Rural_2023.pdf,QLD,Torres,2023,True,statement of comprehensive income,47.0,94,83368
QLD_Mount Isa_Rural_2023.pdf,2023/QLD/QLD_Mount Isa_Rural_2023.pdf,QLD,Mount Isa,2023,False,,,37,48143
QLD_Weipa_Urban_2023.pdf,2023/QLD/QLD_Weipa_Urban_2023.pdf,QLD,Weipa,2023,True,statement of financial position,34.0,56,70380
QLD_Somerset_Urban_2023.pdf,2023/QLD/QLD_Somerset_Urban_2023.pdf,QLD,Somerset,2023,True,financial statement,18.0,132,192443
QLD_Yarrabah_Rural_2023.pdf,2023/QLD/QLD_Yarrabah_Rural_2023.pdf,QLD,Yarrabah,2023,True,statement of comprehensive income,2.0,93,72630
QLD_Barcaldine_Rural_2023.pdf,2023/QLD/QLD_Barcaldine_Rural_2023.pdf,QLD,Barcaldine,2023,True,statement of comprehensive income,38.0,80,169884
QLD_Richmond_Rural_2023.pdf,2023/QLD/QLD_Richmond_Rural_2023.pdf,QLD,Richmond,2023,True,financial statements,34.0,94,162706
QLD_Barcoo_Rural_2023.pdf,2023/QLD/QLD_Barcoo_Rural_2023.pdf,QLD,Barcoo,2023,True,general purpose financial statements,3.0,62,44165
QLD_Blackall Tambo_Rural_2023.pdf,2023/QLD/QLD_Blackall Tambo_Rural_2023.pdf,QLD,Blackall Tambo,2023,False,,,51,37814
QLD_Mareeba_Urban_2023.pdf,2023/QLD/QLD_Mareeba_Urban_2023.pdf,QLD,Mareeba,2023,True,financial statements,6.0,121,219539
QLD_Lockyer Valley_Urban_2023.pdf,2023/QLD/QLD_Lockyer Valley_Urban_2023.pdf,QLD,Lockyer Valley,2023,True,statement of cash flows,31.0,65,114277
QLD_Charters Towers_Rural_2023.pdf,2023/QLD/QLD_Charters Towers_Rural_2023.pdf,QLD,Charters Towers,2023,True,financial statements,3.0,102,194795
QLD_Bulloo_Rural_2023.pdf,2023/QLD/QLD_Bulloo_Rural_2023.pdf,QLD,Bulloo,2023,True,audited financial statements,3.0,106,93155
QLD_Douglas_Rural_2023.pdf,2023/QLD/QLD_Douglas_Rural_2023.pdf,QLD,Douglas,2023,True,financial statements,3.0,76,99638
QLD_Bundaberg_Urban_2023.pdf,2023/QLD/QLD_Bundaberg_Urban_2023.pdf,QLD,Bundaberg,2023,True,statement of cash flows,10.0,81,195717
QLD_Torres Strait Islands_Rural_2023.pdf,2023/QLD/QLD_Torres Strait Islands_Rural_2023.pdf,QLD,Torres Strait Islands,2023,True,financial statements,3.0,96,335438
QLD_Cherbourg_Rural_2023.pdf,2023/QLD/QLD_Cherbourg_Rural_2023.pdf,QLD,Cherbourg,2023,False,,,84,50690
QLD_North Burnett_Rural_2023.pdf,2023/QLD/QLD_North Burnett_Rural_2023.pdf,QLD,North Burnett,2023,True,financial statements,43.0,121,228301
QLD_Isaac_Urban_2023.pdf,2023/QLD/QLD_Isaac_Urban_2023.pdf,QLD,Isaac,2023,True,financial statements,2.0,46,138272
QLD_Boulia_Rural_2023.pdf,2023/QLD/QLD_Boulia_Rural_2023.pdf,QLD,Boulia,2023,True,statement of comprehensive income,40.0,92,98009
QLD_Livingstone_Urban_2023.pdf,2023/QLD/QLD_Livingstone_Urban_2023.pdf,QLD,Livingstone,2023,True,statement of comprehensive income,22.0,80,69848
QLD_Cook_Rural_2023.pdf,2023/QLD/QLD_Cook_Rural_2023.pdf,QLD,Cook,2023,True,statement of comprehensive income,16.0,74,57264
QLD_Doomadgee_Rural_2023.pdf,2023/QLD/QLD_Doomadgee_Rural_2023.pdf,QLD,Doomadgee,2023,True,financial statements,32.0,79,70015
NSW_Newcastle_Urban_2023.pdf,2023/NSW/NSW_Newcastle_Urban_2023.pdf,NSW,Newcastle,2023,True,audited financial statements,2.0,118,425097
NSW_Inverell_Rural_2023.pdf,2023/NSW/NSW_Inverell_Rural_2023.pdf,NSW,Inverell,2023,True,financial statements,3.0,65,97543
NSW_Murrumbidgee_Rural_2023.pdf,2023/NSW/NSW_Murrumbidgee_Rural_2023.pdf,NSW,Murrumbidgee,2023,True,statement of financial position,17.0,135,163779
NSW_Wentworth_Rural_2023.pdf,2023/NSW/NSW_Wentworth_Rural_2023.pdf,NSW,Wentworth,2023,True,financial statements,5.0,238,376792
NSW_Ku Ring Gai_Urban_2023.pdf,2023/NSW/NSW_Ku Ring Gai_Urban_2023.pdf,NSW,Ku Ring Gai,2023,True,audited financial statements,5.0,262,401953
NSW_Bayside_Urban_2023.pdf,2023/NSW/NSW_Bayside_Urban_2023.pdf,NSW,Bayside,2023,True,financial statements,4.0,169,256500
NSW_Warren_Rural_2023.pdf,2023/NSW/NSW_Warren_Rural_2023.pdf,NSW,Warren,2023,True,financial statements,2.0,104,183363
NSW_Parramatta_Urban_2023.pdf,2023/NSW/NSW_Parramatta_Urban_2023.pdf,NSW,Parramatta,2023,True,general purpose financial statements,2.0,110,278964
NSW_Hilltops_Rural_2023.pdf,2023/NSW/NSW_Hilltops_Rural_2023.pdf,NSW,Hilltops,2023,False,,,148,290665
NSW_Brewarrina_Rural_2023.pdf,2023/NSW/NSW_Brewarrina_Rural_2023.pdf,NSW,Brewarrina,2023,False,,,78,118216
NSW_Maitland_Urban_2023.pdf,2023/NSW/NSW_Maitland_Urban_2023.pdf,NSW,Maitland,2023,False,,,83,236174
NSW_Liverpool_Urban_2023.pdf,2023/NSW/NSW_Liverpool_Urban_2023.pdf,NSW,Liverpool,2023,True,financial statements,70.0,110,176450
NSW_Moree Plains_Rural_2023.pdf,2023/NSW/NSW_Moree Plains_Rural_2023.pdf,NSW,Moree Plains,2023,False,,,61,140233
NSW_Walgett_Rural_2023.pdf,2023/NSW/NSW_Walgett_Rural_2023.pdf,NSW,Walgett,2023,False,,,43,74720
NSW_Hay_Rural_2023.pdf,2023/NSW/NSW_Hay_Rural_2023.pdf,NSW,Hay,2023,True,general purpose financial statements,71.0,181,270519
NSW_Cessnock_Urban_2023.pdf,2023/NSW/NSW_Cessnock_Urban_2023.pdf,NSW,Cessnock,2023,False,,,93,179381
NSW_Cowra_Rural_2023.pdf,2023/NSW/NSW_Cowra_Rural_2023.pdf,NSW,Cowra,2023,True,audited financial statements,3.0,167,356645
NSW_Nambucca_Urban_2023.pdf,2023/NSW/NSW_Nambucca_Urban_2023.pdf,NSW,Nambucca,2023,False,,,76,158413
NSW_Strathfield_Urban_2023.pdf,2023/NSW/NSW_Strathfield_Urban_2023.pdf,NSW,Strathfield,2023,True,statement of financial position,19.0,139,416817
NSW_Narrabri_Rural_2023.pdf,2023/NSW/NSW_Narrabri_Rural_2023.pdf,NSW,Narrabri,2023,True,statement of financial position,26.0,148,289001
NSW_Canada Bay_Urban_2023.pdf,2023/NSW/NSW_Canada Bay_Urban_2023.pdf,NSW,Canada Bay,2023,True,general purpose financial statements,119.0,220,354240
NSW_Lachlan_Rural_2023.pdf,2023/NSW/NSW_Lachlan_Rural_2023.pdf,NSW,Lachlan,2023,True,audited financial statements,2.0,224,350861
NSW_Bland_Rural_2023.pdf,2023/NSW/NSW_Bland_Rural_2023.pdf,NSW,Bland,2023,True,financial statements,14.0,46,71200
NSW_Camden_Urban_2023.pdf,2023/NSW/NSW_Camden_Urban_2023.pdf,NSW,Camden,2023,True,financial statements,163.0,168,164619
NSW_Yass Valley_Rural_2023.pdf,2023/NSW/NSW_Yass Valley_Rural_2023.pdf,NSW,Yass Valley,2023,True,general purpose financial statements,24.0,126,251080
NSW_Central Coast_Urban_2023.pdf,2023/NSW/NSW_Central Coast_Urban_2023.pdf,NSW,Central Coast,2023,True,general purpose financial statements,79.0,278,582340
NSW_Bega Valley_Urban_2023.pdf,2023/NSW/NSW_Bega Valley_Urban_2023.pdf,NSW,Bega Valley,2023,True,general purpose financial statements,160.0,263,619602
NSW_Northern Beaches_Urban_2023.pdf,2023/NSW/NSW_Northern Beaches_Urban_2023.pdf,NSW,Northern Beaches,2023,True,financial statements,5.0,299,471007
NSW_Lithgow_Urban_2023.pdf,2023/NSW/NSW_Lithgow_Urban_2023.pdf,NSW,Lithgow,2023,True,financial statements,82.0,98,126899
NSW_Queanbeyan Palerang_Urban_2023.pdf,2023/NSW/NSW_Queanbeyan Palerang_Urban_2023.pdf,NSW,Queanbeyan Palerang,2023,False,,,107,220800
NSW_Campbelltown_Urban_2023.pdf,2023/NSW/NSW_Campbelltown_Urban_2023.pdf,NSW,Campbelltown,2023,True,audited financial statements,7.0,114,139260
NSW_Edward River_Rural_2023.pdf,2023/NSW/NSW_Edward River_Rural_2023.pdf,NSW,Edward River,2023,False,,,55,73202
NSW_Cabonne_Rural_2023.pdf,2023/NSW/NSW_Cabonne_Rural_2023.pdf,NSW,Cabonne,2023,True,general purpose financial statements,56.0,172,272818
NSW_Sutherland_Urban_2023.pdf,2023/NSW/NSW_Sutherland_Urban_2023.pdf,NSW,Sutherland,2023,True,financial statements,3.0,91,166962
NSW_Penrith_Urban_2023.pdf,2023/NSW/NSW_Penrith_Urban_2023.pdf,NSW,Penrith,2023,False,,,250,566672
NSW_Federation_Rural_2023.pdf,2023/NSW/NSW_Federation_Rural_2023.pdf,NSW,Federation,2023,True,financial statements,54.0,76,123952
NSW_Coolamon_Rural_2023.pdf,2023/NSW/NSW_Coolamon_Rural_2023.pdf,NSW,Coolamon,2023,True,financial statements,12.0,180,318125
NSW_Parkes_Rural_2023.pdf,2023/NSW/NSW_Parkes_Rural_2023.pdf,NSW,Parkes,2023,True,statement of financial position,79.0,210,349811
NSW_Bellingen_Rural_2023.pdf,2023/NSW/NSW_Bellingen_Rural_2023.pdf,NSW,Bellingen,2023,True,financial statements,11.0,72,91085
NSW_Gunnedah_Rural_2023.pdf,2023/NSW/NSW_Gunnedah_Rural_2023.pdf,NSW,Gunnedah,2023,True,statement of comprehensive income,67.0,187,374153
NSW_Snowy Valleys_Rural_2023.pdf,2023/NSW/NSW_Snowy Valleys_Rural_2023.pdf,NSW,Snowy Valleys,2023,True,financial statement,6.0,276,266623
NSW_Mid Western_Urban_2023.pdf,2023/NSW/NSW_Mid Western_Urban_2023.pdf,NSW,Mid Western,2023,True,financial statements,95.0,207,428501
NSW_Ballina_Urban_2023.pdf,2023/NSW/NSW_Ballina_Urban_2023.pdf,NSW,Ballina,2023,True,audited financial statements,23.0,311,516981
NSW_Singleton_Urban_2023.pdf,2023/NSW/NSW_Singleton_Urban_2023.pdf,NSW,Singleton,2023,False,,,168,260959
NSW_Lake Macquarie_Urban_2023.pdf,2023/NSW/NSW_Lake Macquarie_Urban_2023.pdf,NSW,Lake Macquarie,2023,False,,,274,470862
NSW_Upper Hunter_Rural_2023.pdf,2023/NSW/NSW_Upper Hunter_Rural_2023.pdf,NSW,Upper Hunter,2023,False,,,80,130964
NSW_Gilgandra_Rural_2023.pdf,2023/NSW/NSW_Gilgandra_Rural_2023.pdf,NSW,Gilgandra,2023,True,financial statements,17.0,21,35669
NSW_Inner West_Urban_2023.pdf,2023/NSW/NSW_Inner West_Urban_2023.pdf,NSW,Inner West,2023,True,general purpose financial statements,174.0,266,567711
NSW_Weddin_Rural_2023.pdf,2023/NSW/NSW_Weddin_Rural_2023.pdf,NSW,Weddin,2023,True,financial statements,4.0,93,156974
NSW_Leeton_Rural_2023.pdf,2023/NSW/NSW_Leeton_Rural_2023.pdf,NSW,Leeton,2023,True,financial statements,9.0,53,174058
NSW_Waverley_Urban_2023.pdf,2023/NSW/NSW_Waverley_Urban_2023.pdf,NSW,Waverley,2023,False,,,114,167378
NSW_Richmond Valley_Urban_2023.pdf,2023/NSW/NSW_Richmond Valley_Urban_2023.pdf,NSW,Richmond Valley,2023,False,,,10,12240
NSW_Goulburn Mulwaree_Urban_2023.pdf,2023/NSW/NSW_Goulburn Mulwaree_Urban_2023.pdf,NSW,Goulburn Mulwaree,2023,True,financial statements,6.0,109,190109
NSW_Warrumbungle_Rural_2023.pdf,2023/NSW/NSW_Warrumbungle_Rural_2023.pdf,NSW,Warrumbungle,2023,False,,,59,108125
NSW_Eurobodalla_Urban_2023.pdf,2023/NSW/NSW_Eurobodalla_Urban_2023.pdf,NSW,Eurobodalla,2023,True,financial statements,3.0,184,354433
NSW_Wollondilly_Urban_2023.pdf,2023/NSW/NSW_Wollondilly_Urban_2023.pdf,NSW,Wollondilly,2023,True,statement of comprehensive income,68.0,160,299274
NSW_Kempsey_Urban_2023.pdf,2023/NSW/NSW_Kempsey_Urban_2023.pdf,NSW,Kempsey,2023,True,financial statements,13.0,47,129652
NSW_Mosman_Urban_2023.pdf,2023/NSW/NSW_Mosman_Urban_2023.pdf,NSW,Mosman,2023,True,general purpose financial statements,117.0,244,341369
NSW_Snowy Monaro_Urban_2023.pdf,2023/NSW/NSW_Snowy Monaro_Urban_2023.pdf,NSW,Snowy Monaro,2023,True,audited financial statements,104.0,128,287705
NSW_Clarence Valley_Urban_2023.pdf,2023/NSW/NSW_Clarence Valley_Urban_2023.pdf,NSW,Clarence Valley,2023,True,financial statements,87.0,88,130882
NSW_Uralla_Rural_2023.pdf,2023/NSW/NSW_Uralla_Rural_2023.pdf,NSW,Uralla,2023,True,financial statements,3.0,41,67122
NSW_Oberon_Rural_2023.pdf,2023/NSW/NSW_Oberon_Rural_2023.pdf,NSW,Oberon,2023,True,audited financial statements,2.0,187,350541
NSW_Burwood_Urban_2023.pdf,2023/NSW/NSW_Burwood_Urban_2023.pdf,NSW,Burwood,2023,False,,,68,106333
NSW_Bourke_Rural_2023.pdf,2023/NSW/NSW_Bourke_Rural_2023.pdf,NSW,Bourke,2023,True,financial statements,4.0,246,401256
NSW_Lismore_Urban_2023.pdf,2023/NSW/NSW_Lismore_Urban_2023.pdf,NSW,Lismore,2023,True,financial statements,17.0,33,124839
NSW_Gwydir_Rural_2023.pdf,2023/NSW/NSW_Gwydir_Rural_2023.pdf,NSW,Gwydir,2023,True,general purpose financial statements,13.0,95,200581
NSW_Wollongong_Urban_2023.pdf,2023/NSW/NSW_Wollongong_Urban_2023.pdf,NSW,Wollongong,2023,True,statement of comprehensive income,4.0,126,244046
NSW_Bogan_Rural_2023.pdf,2023/NSW/NSW_Bogan_Rural_2023.pdf,NSW,Bogan,2023,True,general purpose financial statements,26.0,164,295056
NSW_Georges River_Urban_2023.pdf,2023/NSW/NSW_Georges River_Urban_2023.pdf,NSW,Georges River,2023,True,financial statements,8.0,346,679007
NSW_Mid Coast_Urban_2023.pdf,2023/NSW/NSW_Mid Coast_Urban_2023.pdf,NSW,Mid Coast,2023,True,financial statements,34.0,234,408975
NSW_Kyogle_Rural_2023.pdf,2023/NSW/NSW_Kyogle_Rural_2023.pdf,NSW,Kyogle,2023,False,,,61,86523
NSW_Narromine_Rural_2023.pdf,2023/NSW/NSW_Narromine_Rural_2023.pdf,NSW,Narromine,2023,True,statement of financial position,43.0,55,98061
NSW_Dubbo_Urban_2023.pdf,2023/NSW/NSW_Dubbo_Urban_2023.pdf,NSW,Dubbo,2023,False,,,66,103147
NSW_Carrathool_Rural_2023.pdf,2023/NSW/NSW_Carrathool_Rural_2023.pdf,NSW,Carrathool,2023,True,financial statements,18.0,168,294394
NSW_Shoalhaven_Urban_2023.pdf,2023/NSW/NSW_Shoalhaven_Urban_2023.pdf,NSW,Shoalhaven,2023,True,financial statements,79.0,90,141168
NSW_Narrandera_Rural_2023.pdf,2023/NSW/NSW_Narrandera_Rural_2023.pdf,NSW,Narrandera,2023,True,financial statements,28.0,67,134025
NSW_Glen Innes Severn_Rural_2023.pdf,2023/NSW/NSW_Glen Innes Severn_Rural_2023.pdf,NSW,Glen Innes Severn,2023,True,audited financial statements,41.0,152,279622
NSW_Port Stephens_Urban_2023.pdf,2023/NSW/NSW_Port Stephens_Urban_2023.pdf,NSW,Port Stephens,2023,True,general purpose financial statements,2.0,109,176253
NSW_Coffs Harbour_Urban_2023.pdf,2023/NSW/NSW_Coffs Harbour_Urban_2023.pdf,NSW,Coffs Harbour,2023,False,,,44,62895
NSW_The Hills_Urban_2023.pdf,2023/NSW/NSW_The Hills_Urban_2023.pdf,NSW,The Hills,2023,True,financial statements,24.0,176,419245
NSW_Wagga Wagga_Urban_2023.pdf,2023/NSW/NSW_Wagga Wagga_Urban_2023.pdf,NSW,Wagga Wagga,2023,False,,,72,179882
NSW_Hornsby_Urban_2023.pdf,2023/NSW/NSW_Hornsby_Urban_2023.pdf,NSW,Hornsby,2023,True,financial statement,131.0,154,275357
NSW_Balranald_Rural_2023.pdf,2023/NSW/NSW_Balranald_Rural_2023.pdf,NSW,Balranald,2023,True,general purpose financial statements,70.0,183,301704
NSW_Junee_Rural_2023.pdf,2023/NSW/NSW_Junee_Rural_2023.pdf,NSW,Junee,2023,False,,,31,66809
NSW_Liverpool Plains_Rural_2023.pdf,2023/NSW/NSW_Liverpool Plains_Rural_2023.pdf,NSW,Liverpool Plains,2023,False,,,95,157838
NSW_Lockhart_Rural_2023.pdf,2023/NSW/NSW_Lockhart_Rural_2023.pdf,NSW,Lockhart,2023,False,,,45,89499
NSW_Broken Hill_Urban_2023.pdf,2023/NSW/NSW_Broken Hill_Urban_2023.pdf,NSW,Broken Hill,2023,True,general purpose financial statements,2.0,99,186000
NSW_Cootamundra Gundagai_Rural_2023.pdf,2023/NSW/NSW_Cootamundra Gundagai_Rural_2023.pdf,NSW,Cootamundra Gundagai,2023,True,financial statements,65.0,178,304549
NSW_Albury_Urban_2023.pdf,2023/NSW/NSW_Albury_Urban_2023.pdf,NSW,Albury,2023,True,financial statements,91.0,120,195095
NSW_Walcha_Rural_2023.pdf,2023/NSW/NSW_Walcha_Rural_2023.pdf,NSW,Walcha,2023,True,audited financial statements,2.0,40,68075
NSW_Coonamble_Rural_2023.pdf,2023/NSW/NSW_Coonamble_Rural_2023.pdf,NSW,Coonamble,2023,True,general purpose financial statements,72.0,196,325334
NSW_Blacktown_Urban_2023.pdf,2023/NSW/NSW_Blacktown_Urban_2023.pdf,NSW,Blacktown,2023,True,statement of financial position,23.0,344,731635
NSW_Fairfield_Urban_2023.pdf,2023/NSW/NSW_Fairfield_Urban_2023.pdf,NSW,Fairfield,2023,True,financial statement,4.0,112,238523
NSW_Port Macquarie Hastings_Urban_2023.pdf,2023/NSW/NSW_Port Macquarie Hastings_Urban_2023.pdf,NSW,Port Macquarie Hastings,2023,False,,,31,34334
NSW_Central Darling_Rural_2023.pdf,2023/NSW/NSW_Central Darling_Rural_2023.pdf,NSW,Central Darling,2023,True,general purpose financial statements,33.0,141,240316
NSW_Tenterfield_Rural_2023.pdf,2023/NSW/NSW_Tenterfield_Rural_2023.pdf,NSW,Tenterfield,2023,True,financial statements,3.0,68,94299
NSW_Orange_Urban_2023.pdf,2023/NSW/NSW_Orange_Urban_2023.pdf,NSW,Orange,2023,True,general purpose financial statements,110.0,219,393064
NSW_Woollahra_Urban_2023.pdf,2023/NSW/NSW_Woollahra_Urban_2023.pdf,NSW,Woollahra,2023,False,,,78,137470
NSW_Forbes_Rural_2023.pdf,2023/NSW/NSW_Forbes_Rural_2023.pdf,NSW,Forbes,2023,False,,,86,149048
NSW_Temora_Rural_2023.pdf,2023/NSW/NSW_Temora_Rural_2023.pdf,NSW,Temora,2023,True,general purpose financial statements,108.0,226,411461
NSW_Randwick_Urban_2023.pdf,2023/NSW/NSW_Randwick_Urban_2023.pdf,NSW,Randwick,2023,False,,,80,319996
NSW_Blue Mountains_Urban_2023.pdf,2023/NSW/NSW_Blue Mountains_Urban_2023.pdf,NSW,Blue Mountains,2023,True,financial statement,5.0,190,285632
NSW_Hume_Rural_2023.pdf,2023/NSW/NSW_Hume_Rural_2023.pdf,NSW,Hume,2023,True,financial statements,63.0,70,137348
