filename,path,state,council,year,has_financial_statements,financial_heading,financial_page,total_pages,total_chars
WA_Woodanilling_Rural_2025.pdf,2025/WA/WA_Woodanilling_Rural_2025.pdf,WA,Woodanilling,2025,True,financial statements,3.0,58,117381
WA_Victoria Park_Urban_2025.pdf,2025/WA/WA_Victoria Park_Urban_2025.pdf,WA,Victoria Park,2025,True,financial statements,36.0,59,225473
WA_Serpentine Jarrahdale_Urban_2025.pdf,2025/WA/WA_Serpentine Jarrahdale_Urban_2025.pdf,WA,Serpentine Jarrahdale,2025,True,statement of comprehensive income,36.0,94,192360
WA_Wandering_Rural_2025.pdf,2025/WA/WA_Wandering_Rural_2025.pdf,WA,Wandering,2025,True,statement of comprehensive income,34.0,76,142220
WA_Collie_Rural_2025.pdf,2025/WA/WA_Collie_Rural_2025.pdf,WA,Collie,2025,False,,,60,23500
WA_Manjimup_Rural_2025.pdf,2025/WA/WA_Manjimup_Rural_2025.pdf,WA,Manjimup,2025,False,,,50,67803
WA_Morawa_Rural_2025.pdf,2025/WA/WA_Morawa_Rural_2025.pdf,WA,Morawa,2025,True,statement of comprehensive income,32.0,74,141382
WA_Upper Gascoyne_Rural_2025.pdf,2025/WA/WA_Upper Gascoyne_Rural_2025.pdf,WA,Upper Gascoyne,2025,True,statement of comprehensive income,35.0,74,154542
WA_Wongan Ballidu_Rural_2025.pdf,2025/WA/WA_Wongan Ballidu_Rural_2025.pdf,WA,Wongan Ballidu,2025,False,,,99,77615
WA_Port Hedland_Rural_2025.pdf,2025/WA/WA_Port Hedland_Rural_2025.pdf,WA,Port Hedland,2025,True,financial statements,4.0,101,236249
WA_Sandstone_Rural_2025.pdf,2025/WA/WA_Sandstone_Rural_2025.pdf,WA,Sandstone,2025,True,statement of comprehensive income,31.0,66,123181
WA_Cue_Rural_2025.pdf,2025/WA/WA_Cue_Rural_2025.pdf,WA,Cue,2025,True,statement of comprehensive income,20.0,61,106482
WA_Menzies_Rural_2025.pdf,2025/WA/WA_Menzies_Rural_2025.pdf,WA,Menzies,2025,False,,,63,35659
WA_Geraldton_Urban_2025.pdf,2025/WA/WA_Geraldton_Urban_2025.pdf,WA,Geraldton,2025,True,statement of comprehensive income,48.0,110,208010
WA_South Perth_Urban_2025.pdf,2025/WA/WA_South Perth_Urban_2025.pdf,WA,South Perth,2025,True,statement of comprehensive income,38.0,96,158439
WA_Ngaanyatjarraku_Rural_2025.pdf,2025/WA/WA_Ngaanyatjarraku_Rural_2025.pdf,WA,Ngaanyatjarraku,2025,True,financial statements,2.0,57,91456
WA_Mingenew_Rural_2025.pdf,2025/WA/WA_Mingenew_Rural_2025.pdf,WA,Mingenew,2025,True,statement of comprehensive income,33.0,76,163771
WA_Northam_Rural_2025.pdf,2025/WA/WA_Northam_Rural_2025.pdf,WA,Northam,2025,True,statement of comprehensive income,89.0,141,212095
WA_Westonia_Rural_2025.pdf,2025/WA/WA_Westonia_Rural_2025.pdf,WA,Westonia,2025,True,audited financial statements,4.0,74,127084
WA_Kulin_Rural_2025.pdf,2025/WA/WA_Kulin_Rural_2025.pdf,WA,Kulin,2025,False,,,62,36050
WA_Canning_Urban_2025.pdf,2025/WA/WA_Canning_Urban_2025.pdf,WA,Canning,2025,True,financial statements,76.0,136,116113
WA_Brookton_Rural_2025.pdf,2025/WA/WA_Brookton_Rural_2025.pdf,WA,Brookton,2025,True,statement of comprehensive income,49.0,94,149676
WA_Swan_Urban_2025.pdf,2025/WA/WA_Swan_Urban_2025.pdf,WA,Swan,2025,True,statement of comprehensive income,141.0,198,383243
WA_Merredin_Rural_2025.pdf,2025/WA/WA_Merredin_Rural_2025.pdf,WA,Merredin,2025,True,statement of comprehensive income,79.0,122,213819
WA_Cambridge_Urban_2025.pdf,2025/WA/WA_Cambridge_Urban_2025.pdf,WA,Cambridge,2025,True,statement of comprehensive income,90.0,148,284563
WA_Coolgardie_Rural_2025.pdf,2025/WA/WA_Coolgardie_Rural_2025.pdf,WA,Coolgardie,2025,True,statement of comprehensive income,31.0,77,51057
WA_Yilgarn_Rural_2025.pdf,2025/WA/WA_Yilgarn_Rural_2025.pdf,WA,Yilgarn,2025,True,statement of comprehensive income,14.0,57,114922
WA_Gingin_Rural_2025.pdf,2025/WA/WA_Gingin_Rural_2025.pdf,WA,Gingin,2025,True,statement of comprehensive income,3.0,72,143249
WA_Albany_Urban_2025.pdf,2025/WA/WA_Albany_Urban_2025.pdf,WA,Albany,2025,False,,,64,88583
WA_Cottesloe_Urban_2025.pdf,2025/WA/WA_Cottesloe_Urban_2025.pdf,WA,Cottesloe,2025,True,financial statements,12.0,37,145095
WA_Gosnells_Urban_2025.pdf,2025/WA/WA_Gosnells_Urban_2025.pdf,WA,Gosnells,2025,True,statement of comprehensive income,2.0,114,192181
WA_Broomehill Tambellup_Rural_2025.pdf,2025/WA/WA_Broomehill Tambellup_Rural_2025.pdf,WA,Broomehill Tambellup,2025,True,statement of comprehensive income,27.0,66,123885
WA_Fremantle_Urban_2025.pdf,2025/WA/WA_Fremantle_Urban_2025.pdf,WA,Fremantle,2025,False,,,120,87189
WA_Kalgoorlie Boulder_Urban_2025.pdf,2025/WA/WA_Kalgoorlie Boulder_Urban_2025.pdf,WA,Kalgoorlie Boulder,2025,True,statement of comprehensive income,124.0,176,317166
WA_Derby West Kimberley_Rural_2025.pdf,2025/WA/WA_Derby West Kimberley_Rural_2025.pdf,WA,Derby West Kimberley,2025,True,financial statements,3.0,86,162206
WA_Broome_Rural_2025.pdf,2025/WA/WA_Broome_Rural_2025.pdf,WA,Broome,2025,True,financial statements,43.0,92,55876
WA_Melville_Urban_2025.pdf,2025/WA/WA_Melville_Urban_2025.pdf,WA,Melville,2025,True,statement of comprehensive income,83.0,139,283994
WA_Beverley_Rural_2025.pdf,2025/WA/WA_Beverley_Rural_2025.pdf,WA,Beverley,2025,True,statement of comprehensive income,35.0,83,142405
WA_Karratha_Urban_2025.pdf,2025/WA/WA_Karratha_Urban_2025.pdf,WA,Karratha,2025,False,,,108,109747
WA_York_Rural_2025.pdf,2025/WA/WA_York_Rural_2025.pdf,WA,York,2025,True,statement of comprehensive income,37.0,80,138846
WA_East Pilbara_Rural_2025.pdf,2025/WA/WA_East Pilbara_Rural_2025.pdf,WA,East Pilbara,2025,True,financial statements,41.0,92,85374
WA_Kondinin_Urban_2025.pdf,2025/WA/WA_Kondinin_Urban_2025.pdf,WA,Kondinin,2025,False,,,59,31922
WA_Kwinana_Urban_2025.pdf,2025/WA/WA_Kwinana_Urban_2025.pdf,WA,Kwinana,2025,False,,,92,161079
WA_Chittering_Rural_2025.pdf,2025/WA/WA_Chittering_Rural_2025.pdf,WA,Chittering,2025,True,statement of comprehensive income,118.0,156,367467
WA_Wagin_Rural_2025.pdf,2025/WA/WA_Wagin_Rural_2025.pdf,WA,Wagin,2025,True,statement of comprehensive income,33.0,72,152177
WA_West Arthur_Rural_2025.pdf,2025/WA/WA_West Arthur_Rural_2025.pdf,WA,West Arthur,2025,True,statement of comprehensive income,3.0,77,64336
WA_Subiaco_Urban_2025.pdf,2025/WA/WA_Subiaco_Urban_2025.pdf,WA,Subiaco,2025,True,statement of comprehensive income,27.0,32,43398
WA_Carnamah_Rural_2025.pdf,2025/WA/WA_Carnamah_Rural_2025.pdf,WA,Carnamah,2025,False,,,64,29545
WA_Vincent_Urban_2025.pdf,2025/WA/WA_Vincent_Urban_2025.pdf,WA,Vincent,2025,True,statement of comprehensive income,93.0,128,234403
WA_Chapman Valley_Rural_2025.pdf,2025/WA/WA_Chapman Valley_Rural_2025.pdf,WA,Chapman Valley,2025,True,audited financial statements,36.0,75,150308
WA_Busselton_Urban_2025.pdf,2025/WA/WA_Busselton_Urban_2025.pdf,WA,Busselton,2025,True,statement of comprehensive income,56.0,128,276620
WA_Bridgetown Greenbushes_Rural_2025.pdf,2025/WA/WA_Bridgetown Greenbushes_Rural_2025.pdf,WA,Bridgetown Greenbushes,2025,True,statement of comprehensive income,34.0,79,137807
WA_Exmouth_Rural_2025.pdf,2025/WA/WA_Exmouth_Rural_2025.pdf,WA,Exmouth,2025,True,statement of comprehensive income,55.0,99,174749
WA_Nungarin_Rural_2025.pdf,2025/WA/WA_Nungarin_Rural_2025.pdf,WA,Nungarin,2025,False,,,55,29388
WA_Kojonup_Rural_2025.pdf,2025/WA/WA_Kojonup_Rural_2025.pdf,WA,Kojonup,2025,True,statement of comprehensive income,30.0,72,154668
WA_Narembeen_Rural_2025.pdf,2025/WA/WA_Narembeen_Rural_2025.pdf,WA,Narembeen,2025,True,statement of comprehensive income,32.0,74,145621
WA_Claremont_Urban_2025.pdf,2025/WA/WA_Claremont_Urban_2025.pdf,WA,Claremont,2025,True,statement of financial position,110.0,158,133860
WA_Katanning_Rural_2025.pdf,2025/WA/WA_Katanning_Rural_2025.pdf,WA,Katanning,2025,True,statement of comprehensive income,40.0,82,166516
WA_Capel_Rural_2025.pdf,2025/WA/WA_Capel_Rural_2025.pdf,WA,Capel,2025,True,financial statements,83.0,130,210343
WA_Wiluna_Rural_2025.pdf,2025/WA/WA_Wiluna_Rural_2025.pdf,WA,Wiluna,2025,True,financial statements,56.0,103,65155
WA_Northampton_Rural_2025.pdf,2025/WA/WA_Northampton_Rural_2025.pdf,WA,Northampton,2025,False,,,70,56566
WA_Toodyay_Rural_2025.pdf,2025/WA/WA_Toodyay_Rural_2025.pdf,WA,Toodyay,2025,True,statement of comprehensive income,57.0,101,134383
WA_Carnarvon_Rural_2025.pdf,2025/WA/WA_Carnarvon_Rural_2025.pdf,WA,Carnarvon,2025,True,financial statements,35.0,84,42138
WA_Dowerin_Rural_2025.pdf,2025/WA/WA_Dowerin_Rural_2025.pdf,WA,Dowerin,2025,True,financial statements,24.0,72,60441
WA_Dumbleyung_Rural_2025.pdf,2025/WA/WA_Dumbleyung_Rural_2025.pdf,WA,Dumbleyung,2025,False,,,80,48982
WA_Trayning_Rural_2025.pdf,2025/WA/WA_Trayning_Rural_2025.pdf,WA,Trayning,2025,True,statement of comprehensive income,3.0,63,117285
WA_Kent_Rural_2025.pdf,2025/WA/WA_Kent_Rural_2025.pdf,WA,Kent,2025,True,statement of comprehensive income,15.0,51,96302
WA_Kalamunda_Urban_2025.pdf,2025/WA/WA_Kalamunda_Urban_2025.pdf,WA,Kalamunda,2025,True,statement of comprehensive income,2.0,65,251453
WA_Boyup Brooke_Rural_2025.pdf,2025/WA/WA_Boyup Brooke_Rural_2025.pdf,WA,Boyup Brooke,2025,True,financial statements,29.0,74,161459
WA_Dandaragan_Rural_2025.pdf,2025/WA/WA_Dandaragan_Rural_2025.pdf,WA,Dandaragan,2025,True,statement of comprehensive income,45.0,90,136691
WA_Plantagenet_Rural_2025.pdf,2025/WA/WA_Plantagenet_Rural_2025.pdf,WA,Plantagenet,2025,True,statement of comprehensive income,33.0,80,144121
WA_Cockburn_Urban_2025.pdf,2025/WA/WA_Cockburn_Urban_2025.pdf,WA,Cockburn,2025,False,,,176,358331
WA_Goomalling_Rural_2025.pdf,2025/WA/WA_Goomalling_Rural_2025.pdf,WA,Goomalling,2025,True,financial statements,61.0,64,70143
WA_Leonora_Rural_2025.pdf,2025/WA/WA_Leonora_Rural_2025.pdf,WA,Leonora,2025,True,statement of comprehensive income,16.0,54,119586
WA_Perth_Urban_2025.pdf,2025/WA/WA_Perth_Urban_2025.pdf,WA,Perth,2025,True,financial statements,62.0,164,361771
WA_Mundaring_Rural_2025.pdf,2025/WA/WA_Mundaring_Rural_2025.pdf,WA,Mundaring,2025,True,statement of comprehensive income,69.0,116,180229
WA_Irwin_Rural_2025.pdf,2025/WA/WA_Irwin_Rural_2025.pdf,WA,Irwin,2025,False,,,70,36440
WA_Peppermint Grove_Urban_2025.pdf,2025/WA/WA_Peppermint Grove_Urban_2025.pdf,WA,Peppermint Grove,2025,True,statement of comprehensive income,3.0,88,175418
WA_Narrogin_Rural_2025.pdf,2025/WA/WA_Narrogin_Rural_2025.pdf,WA,Narrogin,2025,True,statement of comprehensive income,29.0,74,184041
WA_Harvey_Urban_2025.pdf,2025/WA/WA_Harvey_Urban_2025.pdf,WA,Harvey,2025,True,statement of comprehensive income,69.0,128,247911
WA_Three Springs_Rural_2025.pdf,2025/WA/WA_Three Springs_Rural_2025.pdf,WA,Three Springs,2025,False,,,1,16
WA_Koorda_Rural_2025.pdf,2025/WA/WA_Koorda_Rural_2025.pdf,WA,Koorda,2025,True,statement of comprehensive income,14.0,51,109449
WA_Bruce Rock_Rural_2025.pdf,2025/WA/WA_Bruce Rock_Rural_2025.pdf,WA,Bruce Rock,2025,True,audited financial statements,2.0,72,53459
WA_Murray_Rural_2025.pdf,2025/WA/WA_Murray_Rural_2025.pdf,WA,Murray,2025,True,statement of comprehensive income,65.0,126,196045
WA_Wanneroo_Urban_2025.pdf,2025/WA/WA_Wanneroo_Urban_2025.pdf,WA,Wanneroo,2025,True,statement of financial position,177.0,251,523187
WA_Donnybrook Balingup_Rural_2025.pdf,2025/WA/WA_Donnybrook Balingup_Rural_2025.pdf,WA,Donnybrook Balingup,2025,True,statement of comprehensive income,52.0,99,205483
WA_Victoria Plains_Rural_2025.pdf,2025/WA/WA_Victoria Plains_Rural_2025.pdf,WA,Victoria Plains,2025,True,statement of comprehensive income,37.0,82,150667
WA_Bassendean_Urban_2025.pdf,2025/WA/WA_Bassendean_Urban_2025.pdf,WA,Bassendean,2025,True,statement of comprehensive income,3.0,116,186079
WA_Gnowangerup_Rural_2025.pdf,2025/WA/WA_Gnowangerup_Rural_2025.pdf,WA,Gnowangerup,2025,True,statement of comprehensive income,42.0,64,128370
WA_Denmark_Rural_2025.pdf,2025/WA/WA_Denmark_Rural_2025.pdf,WA,Denmark,2025,True,statement of comprehensive income,57.0,104,178989
WA_Bayswater_Urban_2025.pdf,2025/WA/WA_Bayswater_Urban_2025.pdf,WA,Bayswater,2025,True,statement of comprehensive income,180.0,248,407700
WA_Murchison_Rural_2025.pdf,2025/WA/WA_Murchison_Rural_2025.pdf,WA,Murchison,2025,True,statement of comprehensive income,35.0,80,164942
WA_Belmont_Urban_2025.pdf,2025/WA/WA_Belmont_Urban_2025.pdf,WA,Belmont,2025,True,statement of comprehensive income,39.0,116,210863
WA_Pingelly_Rural_2025.pdf,2025/WA/WA_Pingelly_Rural_2025.pdf,WA,Pingelly,2025,True,statement of comprehensive income,29.0,73,125474
WA_Meekatharra_Rural_2025.pdf,2025/WA/WA_Meekatharra_Rural_2025.pdf,WA,Meekatharra,2025,True,financial statements,7.0,76,58632
WA_Esperance_Rural_2025.pdf,2025/WA/WA_Esperance_Rural_2025.pdf,WA,Esperance,2025,True,financial statements,47.0,110,247889
WA_Quairading_Rural_2025.pdf,2025/WA/WA_Quairading_Rural_2025.pdf,WA,Quairading,2025,True,statement of comprehensive income,33.0,55,106447
WA_Rockingham_Urban_2025.pdf,2025/WA/WA_Rockingham_Urban_2025.pdf,WA,Rockingham,2025,True,statement of comprehensive income,69.0,148,209854
WA_Joondalup_Urban_2025.pdf,2025/WA/WA_Joondalup_Urban_2025.pdf,WA,Joondalup,2025,False,,,176,309371
WA_Cunderdin_Rural_2025.pdf,2025/WA/WA_Cunderdin_Rural_2025.pdf,WA,Cunderdin,2025,False,,,60,46340
WA_Ravensthorpe_Rural_2025.pdf,2025/WA/WA_Ravensthorpe_Rural_2025.pdf,WA,Ravensthorpe,2025,True,financial statements,4.0,75,132446
WA_Lake Grace_Rural_2025.pdf,2025/WA/WA_Lake Grace_Rural_2025.pdf,WA,Lake Grace,2025,True,statement of comprehensive income,27.0,68,121143
WA_Ashburton_Rural_2025.pdf,2025/WA/WA_Ashburton_Rural_2025.pdf,WA,Ashburton,2025,True,statement of comprehensive income,67.0,104,195534
WA_Boddington_Rural_2025.pdf,2025/WA/WA_Boddington_Rural_2025.pdf,WA,Boddington,2025,True,statement of comprehensive income,40.0,80,134599
WA_Dardanup_Rural_2025.pdf,2025/WA/WA_Dardanup_Rural_2025.pdf,WA,Dardanup,2025,True,financial statements,37.0,84,170615
WA_Wyndham East Kimberley_Rural_2025.pdf,2025/WA/WA_Wyndham East Kimberley_Rural_2025.pdf,WA,Wyndham East Kimberley,2025,True,financial statements,6.0,89,277907
WA_Bunbury_Urban_2025.pdf,2025/WA/WA_Bunbury_Urban_2025.pdf,WA,Bunbury,2025,True,statement of comprehensive income,51.0,116,232654
WA_Cranbrook_Rural_2025.pdf,2025/WA/WA_Cranbrook_Rural_2025.pdf,WA,Cranbrook,2025,False,,,83,69469
WA_Kellerberrin_Rural_2025.pdf,2025/WA/WA_Kellerberrin_Rural_2025.pdf,WA,Kellerberrin,2025,False,,,40,111177
VIC_Latrobe_Urban_2024.pdf,2024/VIC/VIC_Latrobe_Urban_2024.pdf,VIC,Latrobe,2024,True,statement of changes in equity,69.0,132,266920
VIC_West Wimmera_Rural_2024.pdf,2024/VIC/VIC_West Wimmera_Rural_2024.pdf,VIC,West Wimmera,2024,True,financial statements,101.0,179,334599
VIC_Brimbank_Urban_2024.pdf,2024/VIC/VIC_Brimbank_Urban_2024.pdf,VIC,Brimbank,2024,True,financial statements,155.0,213,459264
VIC_Yarra_Urban_2024.pdf,2024/VIC/VIC_Yarra_Urban_2024.pdf,VIC,Yarra,2024,True,financial statements,18.0,163,391577
VIC_Murrindindi_Rural_2024.pdf,2024/VIC/VIC_Murrindindi_Rural_2024.pdf,VIC,Murrindindi,2024,True,statement of changes in equity,64.0,112,339612
VIC_Alpine_Rural_2024.pdf,2024/VIC/VIC_Alpine_Rural_2024.pdf,VIC,Alpine,2024,True,financial statements,6.0,152,314831
VIC_Moonee Valley_Urban_2024.pdf,2024/VIC/VIC_Moonee Valley_Urban_2024.pdf,VIC,Moonee Valley,2024,True,statement of changes in equity,125.0,203,394814
VIC_Corangamite_Rural_2024.pdf,2024/VIC/VIC_Corangamite_Rural_2024.pdf,VIC,Corangamite,2024,True,financial statements,47.0,80,269382
VIC_Bass Coast_Urban_2024.pdf,2024/VIC/VIC_Bass Coast_Urban_2024.pdf,VIC,Bass Coast,2024,True,financial statements,7.0,164,330890
VIC_Mount Alexander_Urban_2024.pdf,2024/VIC/VIC_Mount Alexander_Urban_2024.pdf,VIC,Mount Alexander,2024,True,statement of cash flows,116.0,172,236100
VIC_Casey_Urban_2024.pdf,2024/VIC/VIC_Casey_Urban_2024.pdf,VIC,Casey,2024,True,financial statements,84.0,118,407813
VIC_Horsham_Urban_2024.pdf,2024/VIC/VIC_Horsham_Urban_2024.pdf,VIC,Horsham,2024,True,financial statements,59.0,140,279196
VIC_Baw Baw_Urban_2024.pdf,2024/VIC/VIC_Baw Baw_Urban_2024.pdf,VIC,Baw Baw,2024,True,financial statements,2.0,83,332434
VIC_Moyne_Rural_2024.pdf,2024/VIC/VIC_Moyne_Rural_2024.pdf,VIC,Moyne,2024,True,statement of changes in equity,88.0,132,155542
VIC_Buloke_Rural_2024.pdf,2024/VIC/VIC_Buloke_Rural_2024.pdf,VIC,Buloke,2024,True,financial statements,54.0,126,219820
VIC_Northern Grampians_Rural_2024.pdf,2024/VIC/VIC_Northern Grampians_Rural_2024.pdf,VIC,Northern Grampians,2024,True,financial statements,93.0,174,332426
VIC_Cardinia_Urban_2024.pdf,2024/VIC/VIC_Cardinia_Urban_2024.pdf,VIC,Cardinia,2024,True,financial statements,3.0,164,362896
VIC_Indigo_Rural_2024.pdf,2024/VIC/VIC_Indigo_Rural_2024.pdf,VIC,Indigo,2024,True,financial statements,42.0,82,256729
VIC_Hobsons Bay_Urban_2024.pdf,2024/VIC/VIC_Hobsons Bay_Urban_2024.pdf,VIC,Hobsons Bay,2024,False,,,124,247879
VIC_Nillumbik_Urban_2024.pdf,2024/VIC/VIC_Nillumbik_Urban_2024.pdf,VIC,Nillumbik,2024,True,financial statements,100.0,140,576415
VIC_Central Goldfields_Rural_2024.pdf,2024/VIC/VIC_Central Goldfields_Rural_2024.pdf,VIC,Central Goldfields,2024,True,financial statements,2.0,69,274323
VIC_Wodonga_Urban_2024.pdf,2024/VIC/VIC_Wodonga_Urban_2024.pdf,VIC,Wodonga,2024,True,financial statements,80.0,132,308198
VIC_Hindmarsh_Rural_2024.pdf,2024/VIC/VIC_Hindmarsh_Rural_2024.pdf,VIC,Hindmarsh,2024,True,financial statements,104.0,176,186586
VIC_Maribyrnong_Urban_2024.pdf,2024/VIC/VIC_Maribyrnong_Urban_2024.pdf,VIC,Maribyrnong,2024,True,financial statements,176.0,248,560914
VIC_Macedon Ranges_Urban_2024.pdf,2024/VIC/VIC_Macedon Ranges_Urban_2024.pdf,VIC,Macedon Ranges,2024,True,statement of changes in equity,190.0,256,479317
VIC_Darebin_Urban_2024.pdf,2024/VIC/VIC_Darebin_Urban_2024.pdf,VIC,Darebin,2024,True,financial statements,6.0,230,341517
VIC_Glenelg_Urban_2024.pdf,2024/VIC/VIC_Glenelg_Urban_2024.pdf,VIC,Glenelg,2024,False,,,64,218580
VIC_Loddon_Rural_2024.pdf,2024/VIC/VIC_Loddon_Rural_2024.pdf,VIC,Loddon,2024,False,,,126,235560
VIC_Surf Coast_Urban_2024.pdf,2024/VIC/VIC_Surf Coast_Urban_2024.pdf,VIC,Surf Coast,2024,True,financial statements,133.0,190,353280
VIC_Monash_Urban_2024.pdf,2024/VIC/VIC_Monash_Urban_2024.pdf,VIC,Monash,2024,True,statement of changes in equity,183.0,244,437696
VIC_Ballarat_Urban_2024.pdf,2024/VIC/VIC_Ballarat_Urban_2024.pdf,VIC,Ballarat,2024,True,financial statements,33.0,159,297957
VIC_Merri Bek_Urban_2024.pdf,2024/VIC/VIC_Merri Bek_Urban_2024.pdf,VIC,Merri Bek,2024,True,statement of changes in equity,164.0,223,456072
VIC_Melbourne_Urban_2024.pdf,2024/VIC/VIC_Melbourne_Urban_2024.pdf,VIC,Melbourne,2024,True,financial statements,224.0,329,586524
VIC_Southern Grampians_Rural_2024.pdf,2024/VIC/VIC_Southern Grampians_Rural_2024.pdf,VIC,Southern Grampians,2024,True,statement of cash flows,85.0,160,299577
VIC_Whittlesea_Urban_2024.pdf,2024/VIC/VIC_Whittlesea_Urban_2024.pdf,VIC,Whittlesea,2024,True,financial statements,5.0,129,468765
VIC_Yarriambiack_Rural_2024.pdf,2024/VIC/VIC_Yarriambiack_Rural_2024.pdf,VIC,Yarriambiack,2024,True,statement of changes in equity,89.0,140,294594
VIC_Boroondara_Urban_2024.pdf,2024/VIC/VIC_Boroondara_Urban_2024.pdf,VIC,Boroondara,2024,True,financial statements,3.0,266,447194
VIC_Shepparton_Urban_2024.pdf,2024/VIC/VIC_Shepparton_Urban_2024.pdf,VIC,Shepparton,2024,True,financial statements,2.0,104,331065
VIC_Strathbogie_Rural_2024.pdf,2024/VIC/VIC_Strathbogie_Rural_2024.pdf,VIC,Strathbogie,2024,True,notes to the financial statements,113.0,176,318809
VIC_Towong_Rural_2024.pdf,2024/VIC/VIC_Towong_Rural_2024.pdf,VIC,Towong,2024,True,statement of changes in equity,4.0,144,276877
VIC_Hume_Urban_2024.pdf,2024/VIC/VIC_Hume_Urban_2024.pdf,VIC,Hume,2024,True,financial statements,22.0,196,404121
VIC_Maroondah_Urban_2024.pdf,2024/VIC/VIC_Maroondah_Urban_2024.pdf,VIC,Maroondah,2024,True,financial statements,119.0,282,615350
VIC_Melton_Urban_2024.pdf,2024/VIC/VIC_Melton_Urban_2024.pdf,VIC,Melton,2024,True,financial statements,65.0,97,345805
VIC_Bendigo_Urban_2024.pdf,2024/VIC/VIC_Bendigo_Urban_2024.pdf,VIC,Bendigo,2024,True,financial statements,3.0,188,347247
VIC_Wellington_Urban_2024.pdf,2024/VIC/VIC_Wellington_Urban_2024.pdf,VIC,Wellington,2024,True,audited financial statements,150.0,237,394655
VIC_Bayside_Urban_2024.pdf,2024/VIC/VIC_Bayside_Urban_2024.pdf,VIC,Bayside,2024,True,financial statements,3.0,206,385093
VIC_Ararat_Rural_2024.pdf,2024/VIC/VIC_Ararat_Rural_2024.pdf,VIC,Ararat,2024,True,financial statements,70.0,143,294990
VIC_Colac Otway_Urban_2024.pdf,2024/VIC/VIC_Colac Otway_Urban_2024.pdf,VIC,Colac Otway,2024,True,financial statements,6.0,174,367214
VIC_Warrnambool_Urban_2024.pdf,2024/VIC/VIC_Warrnambool_Urban_2024.pdf,VIC,Warrnambool,2024,True,financial statements,9.0,151,304102
VIC_Moorabool_Urban_2024.pdf,2024/VIC/VIC_Moorabool_Urban_2024.pdf,VIC,Moorabool,2024,True,statement of changes in equity,87.0,148,242682
VIC_Gannawarra_Rural_2024.pdf,2024/VIC/VIC_Gannawarra_Rural_2024.pdf,VIC,Gannawarra,2024,True,financial statements,68.0,148,319029
VIC_Yarra Ranges_Urban_2024.pdf,2024/VIC/VIC_Yarra Ranges_Urban_2024.pdf,VIC,Yarra Ranges,2024,False,,,108,172919
VIC_Pyrenees_Rural_2024.pdf,2024/VIC/VIC_Pyrenees_Rural_2024.pdf,VIC,Pyrenees,2024,True,financial statements,96.0,112,222306
VIC_Golden Plains_Urban_2024.pdf,2024/VIC/VIC_Golden Plains_Urban_2024.pdf,VIC,Golden Plains,2024,True,financial statements,111.0,192,398629
VIC_Port Phillip_Urban_2024.pdf,2024/VIC/VIC_Port Phillip_Urban_2024.pdf,VIC,Port Phillip,2024,True,statement of changes in equity,226.0,324,666098
VIC_Moira_Urban_2024.pdf,2024/VIC/VIC_Moira_Urban_2024.pdf,VIC,Moira,2024,True,statement of changes in equity,3.0,164,345431
VIC_Mornington Peninsula_Urban_2024.pdf,2024/VIC/VIC_Mornington Peninsula_Urban_2024.pdf,VIC,Mornington Peninsula,2024,True,audited financial statements,3.0,117,468797
VIC_Mildura_Urban_2024.pdf,2024/VIC/VIC_Mildura_Urban_2024.pdf,VIC,Mildura,2024,True,financial statements,110.0,225,193503
VIC_Campaspe_Urban_2024.pdf,2024/VIC/VIC_Campaspe_Urban_2024.pdf,VIC,Campaspe,2024,True,financial statements,16.0,172,328990
VIC_Queenscliffe_Urban_2024.pdf,2024/VIC/VIC_Queenscliffe_Urban_2024.pdf,VIC,Queenscliffe,2024,True,statement of changes in equity,90.0,152,347439
VIC_Knox_Urban_2024.pdf,2024/VIC/VIC_Knox_Urban_2024.pdf,VIC,Knox,2024,True,financial statements,4.0,202,407024
VIC_Geelong_Urban_2024.pdf,2024/VIC/VIC_Geelong_Urban_2024.pdf,VIC,Geelong,2024,True,statement of changes in equity,120.0,205,290221
VIC_Kingston_Urban_2024.pdf,2024/VIC/VIC_Kingston_Urban_2024.pdf,VIC,Kingston,2024,True,financial statements,148.0,220,500154
VIC_Swan Hill_Urban_2024.pdf,2024/VIC/VIC_Swan Hill_Urban_2024.pdf,VIC,Swan Hill,2024,True,general purpose financial statements,117.0,191,338176
VIC_Banyule_Urban_2024.pdf,2024/VIC/VIC_Banyule_Urban_2024.pdf,VIC,Banyule,2024,True,statement of changes in equity,4.0,289,587328
VIC_Stonnington_Urban_2024.pdf,2024/VIC/VIC_Stonnington_Urban_2024.pdf,VIC,Stonnington,2024,True,statement of changes in equity,151.0,219,460626
VIC_Wangaratta_Urban_2024.pdf,2024/VIC/VIC_Wangaratta_Urban_2024.pdf,VIC,Wangaratta,2024,True,financial statements,73.0,128,325787
VIC_Frankston_Urban_2024.pdf,2024/VIC/VIC_Frankston_Urban_2024.pdf,VIC,Frankston,2024,True,financial statements,21.0,252,438929
VIC_Benalla_Rural_2024.pdf,2024/VIC/VIC_Benalla_Rural_2024.pdf,VIC,Benalla,2024,True,financial statements,84.0,134,247059
VIC_South Gippsland_Urban_2024.pdf,2024/VIC/VIC_South Gippsland_Urban_2024.pdf,VIC,South Gippsland,2024,True,statement of changes in equity,79.0,148,382645
